CAP,Indirizzo,Denominazione struttura,Descrizione tipo assistenza erogata,Tipo struttura,Denominazione struttura di ricovero,Mesi di funzionamento,Giorni settimanali di apertura,Ore settimanali di apertura,Partita IVA,E-mail,Sito web,Prefisso,Telefono,Prefisso fax,Numero fax
92016,VIA CHIARENZA; N. 20,STUDIO DENTISTICO DR. EMANUELE DALLI CARDILLO & C. S.A.S.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,40,2282390844,E.DALLICARDILLO@PEC.IT,,925,62853,925,62853
92016,VIA GUASTELLA ; 11,S.A.R. STUDIO ASSOCIATO RADIOLOGICO D.RI SAMARITANO DE FILIPPI,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,5,30,683270847,S.A.R.SAMARITANODEFILIPPI@GMAIL.COM,,925,61658,,
92016,VIA GARIBALDI; N; 2/F,DOTT. TAMBURELLO CALOGERO,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,32,1443590847,calogerotamburello@virgilio.it,,925,546005,925,546005
92016,VIA GARIBALDI N. 2/I,CENTRO BIOS S.R.L.,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,5,35,2091300844,centrobiossrl@tiscali.it,,925,62897,925,62897
92020,VIA G. MATTEOTTI; 19,LAB. ANALISI CL. MESSINA DI SCIME' ALDA S.A.S,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,5,25,578990848,LABANALISICLINICHE@ALICE.IT,,922,910995,922,910995
92020,VIA DEI GERANI .4,RUNFOLA ANGELO,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,3,12,1779390846,angelorunfola51@libero.it,,922,900507,,
92020,CORSO UMBERTO I N. 454/456,LABORATORIO ANALISI CLINICHE E BIOLOGICHE S.R.L.,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,5,20,2156870848,studiolalfo@libero.it,,922,470147,922,470147
92018,VIA MANTEGNA N. 41,ANALITIKON S.N.C.,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,5,40,580960847,analitikon81@gmail.com,,925,31247,925,31247
92011,VIA COLLEGIO N. 87,ANALISI CLINICHE DI MARIA S.N.C. DI GIULIA SCAGLIONE & C.,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,4,20,613090844,giulia.scaglione@biologo.onb.it,,922,849566,922,849566
92019,PIAZZA DON LUIGI STURZO N. 6,CENTRO ANALISI DR PIAZZA - CIACCIO & C S.N.C.,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,5,40,313180846,piazza.ciaccio@libero.it,,925,25274,925,25274
92019,VIA OVIDIO N. 14,CENTRO MEDICINA E RADIOLOGIA S.R.L.,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,5,40,605180843,PALAZZOTTOMARCELLO@LIBERO.IT,,925,21427,925,21427
92019,VIA G.LICATA; N. 268,CENTRO POLIDIAGNOSTICO SACCENSE S.R.L.,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,5,29,609670849,CENTROPOLISCIACCA@TISCALI.IT,,925,27533,925,27533
92019,VIA VERONA N. 7,CENTRO RADIOLOGIA DIAGNOSTICA DI TAGLIAVIA DR. FRANCESCO & C. S.R.L.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,6,40,279120844,centro.radiologiasrl@gmail.com,,925,24644,925,86274
92019,VIA VERONA N. 7,CENTRO RADIOLOGIA DIAGNOSTICA DI TAGLIAVIA DR. FRANCESCO & C. S.R.L.,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,6,40,279120844,centro.radiologiasrl@gmail.com,,925,24644,925,86274
92019,VIA EINAUDI ANGOLO VIA SEGNI SNC,DIAVERUM ITALIA S.R.L.,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,6,54,2243300361,diaverum@pec.it,WWW.DIAVERUM.COM,925,26422,925,26422
92019,VIA DELLE GARNETTE N. 12,CENTRO DI ODONTOIATRIA E PROTESI DENTARIE DEL DOTT. GIUSEPPE DI MARIA S.A.S.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,4,30,2632500845,dott.giuseppedimaria@virgilio.it,,925,28194,925,28194
92019,VIA MADONNA DELLA ROCCA N. 18/20,CENTRO DI ORTOPEDIA E FISIOTERAPIA DEL DR. PROF. MANGIARACINA AGOSTINO S.R.L.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,20,2208700845,mangiaracinaagostino@gmail.com,,925,26477,925,26477
92019,PIAZZA CARMINE N. 9,STUDIO DENTISTICO DEL DOTT. FERRARA ANTONINO S.A.S.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,30,2508300841,studiodentisticoferrara@gmail.com,,925,21249,925,21249
92019,VIA PIETRO GERARDI N. 116,DI NATALE GAETANO,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,5,40,597690841,tanodinatale@alice.it,,925,26072,925,26072
92019,VIA FRATELLI BELLANCA N. 15,PEGASO -CENTRO DI FISIOT. ED ORTOPEDIA BASILE DI BASILE GASPARE & C. S.A.S.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,40,2310260845,gasparebasile@alice.it,,925,21407,925,21407
92019,CORSO TOMMASO FAZELLO N. 45,LAB. AN. CATANIA IGNAZIO & C. S.N.C.,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,5,35,2297540847,info@idrolabor.it,,925,25336,925,25336
92019,VIA CAPPUCCINI N.145,CENTRO ANALISI BIOSALUS S.N.C. DI BOLLARA GIUSEPPINA E COGNATA CATERINA,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,5,30,2144580848,lab.silo@libero.it,,925,26770,925,26770
92019,VIA LANZA N. 31,LABORATORIO ANALISI CLINICHE D.SSA NUZZO ANNA MARIA & C. S.N.C.,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,5,28,2102260847,LABORATORIONUZZO@GMAIL.COM,,925,84864,925,84864
92019,VIA MODIGLIANI N. 45,CENTRO DI EDUCAZIONE PSICOMOTORIA S.R.L.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,40,2110730849,CEPSCIACCA@PEC.IT,,925,24383,925,24383
92019,VIA RAVASIO N. 18,S.A.R. STUDIO ASSOCIATO RADIOLOGICO DOTT. SAMARITANO DE FILIPPI,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,5,30,683270847,samaritanodefilippi@pec.it,,925,25305,925,25305
92010,VIA MAZZINI N. 16/A,SAMPERISI GIUSEPPA,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,35,682600846,samperisi.giuseppa@libero.it,,922,817538,922,815609
92010,VIA G. SIRACUSA N. 22,LABORATORIO ANALISI CLINICHE STALTERI ANTONELLA & C S.N.C.,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,5,33,2085420848,antonellastalteri@alice.it,,922,815122,922,815122
92100,VIA IMERA N. 149,DR.RENDA -RISONANZA MAGNETICA - RADIOLOGIA MEDICA - S.R.L.,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,5,60,2136020845,STUDIORENDASRL@GMAIL.COM,,922,23601,922,503112
92024,VIA CALABRIA; N. 23,CENTRO POLIDIAGNOSTICO S.R.L.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,40,1702450840,cenpolis@libero.it,,922,831450,922,730536
92024,VIA CALABRIA; N. 23,CENTRO POLIDIAGNOSTICO S.R.L.,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,5,40,1702450840,cenpolis@libero.it,,922,831450,922,730536
92010,VIA COMANDANTE POWER N. 2,CENTRO FISIOMON S.A.S.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,30,2124730843,centrofisiomon@tiscali.it,,925,39160,925,39160
92016,VIA VETRAI N. 7 - 9,ERSEMA S.R.L.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,20,2660120847,ersema.leone@libero.it,,925,440750,925,440750
92017,VIA ANTONIO GRAMSCI N. 18/A,LUX S.R.L. - UNIPERSONALE,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,40,6053850829,luxsrlsambuca@gmail.com,,925,943115,925,943115
92018,VIA NUOVO CENTRO URBANO COMPARTO 56 LOTTO 10 - 11,BIOS MEDIC S.R.L.,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,6,36,6121920828,BIOSMEDIC@GMAIL.COM,WWW.DIALISIBIOSMEDIC.IT,925,33447,925,33447
92018,COMPARTO 206 LOTTI 6 - 7,MEDICINA FISICA E RIABILITATIVA LEONE S.R.L.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,20,2635730845,MEDICINAFISICASRL@TISCALI.IT,,925,32297,,
92013,PIAZZA VITTORIO EMANUELE N. 11,CACIOPPO DOTT. SERGIO & C. S.A.S.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,20,2431740840,ST.CACIOPPO@ALICE.IT,,925,71155,925,71155
92027,VIA CANNAROZZO N. 10,CENTRO MEDICO DENTISTICO DI FALZONE SALVATORE & C. S.A.S.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,3,20,2281010849,falzonetoto@libero.it,,922,773041,922,773041
92020,VIA PIRANDELLO N. 24,CENTRO POLIDIAGNOSTICO NUCERA S.R.L,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,5,30,1936650843,nucera.cg@gmail.com,,922,963232,922,963232
92027,VIA GELA N. 219,CENTRO DIALISI S.GIOVANNI S.R.L.,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,6,72,3036430878,centrodialisi1@tiscali.it,,922,802165,922,805608
92025,VIA J. PALACH N. 31/A,RIZZUTO GIUSEPPA,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,4,12,1440180840,pina.rizzuto@alice.it,,328,7306146,,
92020,VIA ENNA N. 46,FISIOTER S.R.L,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,35,4666070828,FISIOTER.FKT@GMAIL.COM,,922,902926,922,902926
92020,VIA M. AMARI N. 2 H,CENTRO DI RADIOLOGIA MEDICA S.R.L.,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,6,40,2385520842,v.piazza@cdrm.it,info@cdrm.it,922,904588,922,904588
92024,VIA BARONE LOMBARDO N. 64/66,POLO FISIOKINESITERAPICO 'ALU'' S.R.L.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,37,2240070843,POLOFKT@LIBERO.IT,,922,831180,922,831180
92028,VIA VITTIME DEL TERRORISMO N. 1/B,CENTRO MEDICO DI FISIOTERAPIA E RIABILITAZIONE ' SAN CALOGERO ' DI LISINICCHIA VINCENZA,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,40,2811930847,fktsancalogero@virgilio.it,,922,953413,922,821277
92029,VIA MARTIRI XVI MARZO; 1,CENTRO BIOTERAPICO S.R.L.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,40,2216150843,cenbio@libero.it,WWW.CENTROBIOTERAPICO.IT,922,874350,922,1836536
92020,C/DA PADRETERNO SNC,POLITERAPY S.R.L.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,40,2811360847,POLITERAPYSANTALUCIA@LIBERO.IT,,922,949016,922,949149
92028,VIA BARONE BARTOLOMEO RIOLO N. 20,CENTRO DENTISTICO DI ZARBO BALDASSARE E C. S.A.S.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,20,2220060848,GABRIELEZARBO@ALICE.IT,,922,956444,922,956444
92020,VIA GARIBALDI; 68,AMBULATORIO ODONTOIATRICO DR. TAIBI CALOGERO & C. S.A.S.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,3,18,2400350845,dott.ctaibi@libero.it,,922,948931,922,948931
92020,VIA GARIBALDI; N. 21,AMBULATORIO ODONTOIATRICO DOTT.SSA DI VITA EMANUELA S.A.S.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,18,2515370845,ambulatoriodivitasas@pec.it,,922,942747,922,942747
92020,VICOLO VERDI; N. 10,DOTT. AGNELLO ANTONIO S.A.S.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,26,2449650841,antonioagnello177@hotmail.com,,922,944794,922,944794
92023,VIA BARONE LA LOMIA N. 35,AMBULATORIO ODONTOIATRICO NOBILE DI NOBILE NOEMI & C. S.N.C.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,4,21,2401340845,rocconobile 57@libero.it,,320,878498,,
92020,VIALE DELLA VITTORIA; 157,STUDIO DENTISTICO D.SSA CIRAOLO CALOGERA & C. S.A.S.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,3,15,2460280841,studiodentisticociraolo4@gmail.com,,922,945625,922,945625
92020,VIALE HAMILTON; N. 23,AMBULATORIO MEDICO ODONTOIATRICO DR. LUIGI BURRUANO,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,4,32,351610845,kocalos@libero.it,,922,941764,922,941764
92023,VIA EDISON; N. 2,AMBULATORIO ODONTOIATRICO DEL DR.CASTRONOVO ROSARIO & C. S.A.S.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,6,24,2458370844,ROSARIOCASTRONOVO@LIVE.IT,,922,870214,922,870214
92020,CORSO GARIBALDI; N. 46,DOTT. ANTONIO SCIUME' & C. S.A.S.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,3,18,2428800847,antoniosciume67@gmail.com,,922,944740,,
92024,C/DA GIARRA,STUDIO MEDICO DI NEFROLOGIA E DIALISI S.R.L.,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,6,48,2245440843,DIALISICANICATTI@PEC.IT,,922,859170,922,859170
92020,VIA F. INGRAO N. 47,FISIOTERAPIA S.R.L.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,40,2619220847,fisioterapia.srl@libero.it,,922,946131,922,946131
92019,CONTRADA SOVARETO,FINTUR S.P.A. SCIACCA,ASSISTENZA IDROTERMALE,ALTRO TIPO DI STRUTTURA TERRITORIALE,,6,0,0,3193320821,lipari@aeroviaggi.it,WWW.AEROVIAGGI.IT,925,994024,91,8486024
92010,LOCALITA' ACQUE CALDE SN.,TERME ACQUA PIA S.R.L. MONTEVAGO,ASSISTENZA IDROTERMALE,ALTRO TIPO DI STRUTTURA TERRITORIALE,,7,0,0,109510842,TERMEACQUAPIA@TERMEACQUAPIA.IT,WWW.TERMEACQUAPIA.IT,925,39026,925,1956017
92017,VIA L. LONGO S.N.C.,BARTOLOMEO MARIA TECLA,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,4,20,1807710841,bartolomeomariatecla@alice.it,,925,28710,,
92020,VIA REINA N.1 - 1/A,AMB. MED. OCUL. DOTT. A. MASSARO DI MASSARO CENERE & C. S.A. S,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,25,2314100849,MASSARO.ANTONINO@GMAIL.COM,,922,989817,,
92010,VIA ROMA ; 12,DOTTOR ABATE SOCIETA' COOPERATIVA,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,3,12,2321700849,ABAPIC@LIBERO.IT,,922,983456,,
92010,VIA GIRGENTI N. 53,AMBULATORIO SPECIALISTICO 'R. TRAINA' S.R.L,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,3,36,2197610849,aspertbivona@tin.it,,922,993238,,
92012,VIA ROMA ;8,MEDICAL DENTAL S.A.S. DEL DOTT. PIAZZA SALVATORE & C.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,4,21,2494530849,SALVATOREPIAZZA9@VIRGILIO.IT,,922,984478,922,984478
92010,VIA GIOVANNI XXIII ;2,OFTALMOLOGIA MANZONE S.R.L.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,25,2453500841,oftalmologiamanzone@pec.it,,922,845151,922,845151
92010,VIA GIOVANNI XXIII; 2,CENTRO ANDROS MEDICAL S.R.L.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,25,2196440842,androsmedical@pec.it,,922,845151,922,845151
92010,VIA NAZIONALE; N. 2,DENTALFER DI GIUSEPPE FERRANTELLI & C. S.A.S.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,6,40,2449760848,dentalfer@pec.it,,925,64776,,
92010,VIA VITTORIO EMANUELE; N. 12,AMB. DI FKT. DON G. LEONE DI F. LEONE & C. S.A.S,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,25,2396850840,dongiuseppeleone@libero.it,,925,65333,,
92011,VIA EINAUDI; 5/7,CENTRO FISIOTERAPICO HERACLES S.R.L.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,20,2207190840,centroheracles@libero.it,,922,840165,922,840165
92011,VIA PROF LEONARDI; N. 149,CENTRO POLISPECIALISTICO FKT BENESSERE S.R.L.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,6,24,2310070848,tocuyo@libero.it,,922,849433,,
92010,CORSO VITTORIO EMANUELE N. 87,CENTRO ODONTOIATRICO VITO SPAGNOLO S.A.S.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,4,22,1616460844,vito.spagnolo64@gmail.com,,922,845161,922,845161
92016,VIA ROMA; 63,DIAVERUM ITALIA S.R.L.,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,6,54,2243300361,diaverum@pec.it,www.diaverum.com,925,62455,925,26422
92026,VIA A. MORO N. 150/152,POLIMEDICA S.R.L.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,40,1801560846,POLIMEDICAFKT@LIBERO.IT,,922,437628,922,437055
92026,VIA KENNEDY N. 17,S.O.T. STUDIO ORTOPEDICO TRAUMATOLOGICO S.R.L.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,32,2446340842,mariacristinamarrone@libero.it,,922,34134,922,34134
92026,VIA DELLO SPORT N. 28,STUDIO DI RADIODIAGNOSTICA IGEA S.A.S.,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,5,40,1998430845,igeafavarasas@alice.it,,922,437944,922,437944
92026,VICOLO MATINA,POLITERAPY S.R.L.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,40,2811360847,POLITERAPYSANPIO@LIBERO.IT,,922,32943,922,32943
92021,VIA PETRUSELLA N. 57,CENTRO MACCALUBE S. FRANCESCO S.R.L.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,40,4672550821,FKTSANFRANCESCO@LIBERO.IT,,922,690091,922,699830
92015,VIA MAGGIORE CRAPANZANO N. 26,CENTRO POLIDIAGNOSTICO S.R.L.,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,5,28,762350841,centropolidiagnostico@hotmail.it,,922,471004,922,471004
92100,VIA ALFONSO PRINCIPATO 2/D,MAVILA S.R.L.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,50,2473260848,MAURIZIO.VINTI@ALICE.IT,,922,603272,922,22245
92015,PIAZZA PROGRESSO N. 15/16,GARZIANO SALVATORE,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,20,2260390840,salvogarziano@gmail.it,,922,39122,,
92015,VIA GUGLIELMO MARCONI N. 42,TUTTOLOMONDO GIUSEPPINA,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,17,1616020846,giusituttolomondo59@gmail.com,,328,2088876,,
92015,VIA MAGGIORE CRAPANZANO N. 28,OTODIAGNOSTICA S.R.L,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,4,17,2623700840,SALVATORE-70@LIUE.IT,,922,471004,922,39409
92015,VIA MAGGIORE CRAPANZANO; 26,MINACAPILLI GIUSEPPE,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,19,1622830840,PEPPEMINACAPILLI@TIN.IT,,922,475310,922,475310
92020,CORSO UMBERTO I N. 550,CENTRO RIABILITAZIONE FISICA ARTROSAN S.R.L.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,6,36,2212190843,ARTROSAN1@VIRGILIO.IT,,922,470414,922,470414
92020,CORSO UMBERTO N. 425,S.T.P. AMBULATORIO ODONTOIATRICO DOTT. TABUSO SALVATORE S.A.S.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,4,27,1705430849,tototabuso@libero.it,,922,479760,,
92100,VIA MADONNA DELLE ROCCHE N. 2/A,AMBULATORIO ODONTOIATRICO DOTTOR LUIGI TRAVERSA S.A.S.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,4,32,2619130848,luigitraversa@virgilio.it,,922,470099,922,470099
92014,VIA LUIGi STURZO N.67,CENTRO FISIOTERAPICO EMPEDOCLE S.R.L.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,40,2044460844,trupiaau@alice.it,,922,633884,922,633884
92010,VIA MATTEOTTI N. 135,CENTRO MEDICO BENESSERE S.R.L.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,6,44,2093960843,TOCUYO@LIBERO.IT,,922,817806,922,817806
92010,VIA MICHELANGELO N. 12,AMB. ODONT. DR.SSA S.M.V. DI CARO S.R.L,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,36,2444850842,dicaro.s@alice.it,,338,2764400,,
92100,VIA LOMBARDIA N. 70,CENTRO EMODIALISI IPPOCRATE S.R.L.,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,6,48,1703970846,TRUPIAAU@ALICE.IT,,922,607322,922,608315
92019,VIALE DELLA VITTORIA N. 2,CENTRO ODONTOIATRICO VITO SPAGNOLO S.A.S.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,4,18,2678770849,vito.spagnolo@gmail.com,,925,26578,925,26578
92100,VIA LOMBARDIA N. 58 VILL.MOSE',CENTRO ANALISI MOSE S.R.L.,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,5,40,2244810848,trupiaau@alice.it,,922,606487,,
92010,VIA CLEMENTE CIGNO N. 10,CENTRO MEDICO ODONTOIATRICO DOTT.SSA CARCIOTTO GIUSEPPA MARIA & C. S.A.S.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,4,28,2843240843,giusi.carciotto@libero.it,,922,815827,922,815827
92024,VIA REGINA ELENA N. 46,SOCIETA' DIAGNOSTICA MEDICA RESTIVO S. c.a.r.l.,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,5,60,2541500845,lab.restivo@virgilio.it,www.diamedrestivo.com,922,855214,922,855214
92100,VIA CALLICRATIDE N. 8 /9,LABORATORIO DI ANALISI CLINICHE E BIOLOGICHE MILITELLO S.R.L.,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,5,16,604810846,analisimilitello@virgilio.it,,922,24410,922,24410
92100,VIALE DELLA VITTORIA N. 193,ABC ANALISI CLINICHE S.R.L.,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,5,39,2606350847,abcanalisiclinichesrl@legalmail.it,www.analisilopresti.it,922,20101,922,554960
92016,VIA TERRITO N. 16,CENTRO ANALISI CLINICHE BIOTRE S.R.L.,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,5,35,2595380847,biotre2012@libero.it,,925,67529,925,67529
92019,VIA PIAVE N. 1,LABORATORIO ANALISI CLINICHE DEL DR. SEGRETO ANTONINO S.R.L.,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,5,40,2596480844,laboratoriosegreto@hotmail.com,,925,24356,925,24356
92013,CORSO DEI MILLE N.192,LABORATORI ANALISI ASSOCIATI - SOCIETA' CONSORTILE A.R.L.,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,5,48,2596090841,laboratoriassociatimenfi@gmail.com,,925,71667,925,960082
92020,VIA DANTE N. 143,GUADAGNINO LABORATORI ANALISI CLINICHE S.R.L.,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,5,40,2619990845,labguadagnino@alice.it,,922,960384,922,963084
92019,VIA BRIG. NASTASI N. 12,DR. INDELICATO VINCENZO,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,3,12,316358886,vininde@libero.it,,925,26485,925,26485
92100,VIA VITTORIO EMANUELE ORLANDO N. 14,STUDIO MEDICO DI OTORINOLARINGOIATRIA GRADO DELLA DOTT.SSA GIOCONDA GRADO S.N.C.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,18,2676120849,studiolfet@libero.it,,333,5893387,,
92026,VIA REGINA MARGHERITA N. 71,ANALIT SOCIETA' CONSORTILE A.R.L.,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,6,42,530890843,vetro@labvetro.it,,922,32259,922,32259
92024,VIA TENENTE COLONNELLO LA CARRUBBA N. 84,TASCA ANALISI CLINICHE S.R.L.,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,5,40,2708030842,tasca.enzo@alice.it,,922,856430,922,856430
92100,VIALE DELLA VITTORIA N. 271/BIS,LABORATORI RIUNITI CALAMITA - LO BELLO - SOCIETA' CONSORTILE A.R.L.,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,6,35,2729540845,laborcalamita@pec.it,www.studiocalamita.org,922,595188,922,594292
92010,VIA GRACEFFO N. 20,AMBULATORIO DI NEUROLOGIA DOTT.SSA M. PELLICANO',ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,20,1887460846,margherita.pellicano'@libero.it,,922,815541,922,817551
92100,VIA IMERA N. 280,AMBULATORIO DI OCULISTICA UNIONE ITALIANA DEI CIECHI E DEGLI IPOVEDENTI ONLUS,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,4,24,2720560842,uicag@uiciechi.it,,922,605724,922,525140
92016,VIALE GARIBALDI N. 108,CENTRO RADIOLOGIA DIAGNOSTICA DI TAGLIAVIA DR. FRANCESCO & C. S.R.L.,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,11,5,28,279120844,radiologiatagliavia.ribera@gmail.com,,925,545109,925,545109
92020,VIA GIOVANNI PASCOLI N. 18,BIOTECHNOLOGIES SOCIETA' CONSORTILE A.R.L.,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,5,23,2797520844,laboratoriobiotechnologies@gmail.com,biotechnologiesconsortile@pec.it,922,901502,922,901502
