COMUNE,LATITUDINE,LONGITUDINE,CAP,Indirizzo,Denominazione struttura,Tipo assistenza erogata,Descrizione tipo assistenza erogata,Tipo struttura,Denominazione struttura di ricovero,Mesi di funzionamento,Presenza Apparecchiature,Giorni settimanali di apertura,Ore settimanali di apertura,Partita IVA,E-mail,Sito web,Prefisso,Telefono,Prefisso fax,Numero fax
0,43.6985481,12.6983082,92014,VIA DELLO SPORT; N. 2/E,STUDIO DENTISTICO DI ZICARI GIUSEPPE S.N.C.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,6,30,2222350841.0,zicagv@libero.it,,922,632738,922.0,632738.0
Agrigento,37.4097471,13.7286038,92020,VIA FILIPPO VILLA N. 1,STUDIO RADIOLOGICO BOSCO S.R.L.,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,S,5,32,2634800847.0,rxbosco@gmail.com,,922,948082,922.0,948082.0
Agrigento,37.4097292,13.7318377,92020,VIA ANNARATONE; N. 4,LABORATORIO ANALISI CLINICHE D.SSA MARSALA ASSUNTA S.A.S.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,35,2546000841.0,assunta.marsala@live.it,,922,948081,922.0,942419.0
0,0.0,0.0,92020,VIA GIUSTI; N. 36,LAB.ANALISI DOTT.SSA PEDALINO VINCENZA & C. S.A.S.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,30,2257860847.0,gaetano.geraci@tin.it,,922,942450,922.0,942450.0
0,0.0,0.0,92015,VIA F/1 ;2,STUDIO MEDICO CARDELLA DOMENICO & C. S.A.S.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,6,36,2441100845.0,CARDELLA.DOMENICO@VIRGILIO.IT,,922,471252,922.0,473231.0
Agrigento,37.4081215,13.5314971,92015,VIA MAGGIORE CRAPANZANO N. 26,LABORATORIO ANALISI SALUS S.R.L.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,30,324170844.0,laboratoriosalus@gmail.com,,922,39409,,
0,0.0,0.0,92015,C/DA BUAGIMI S.S.118,CENTRO VOJTA S.R.L.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,6,40,1686330844.0,CENTROVOJTASRL@ALICE.IT,,922,471880,922.0,471880.0
Agrigento,37.4059283,13.5311591,92015,PIAZZETTA CESARE SESSA N. 4,STUDIO ODONTOSTOMATOLOGICO S.A.S. DEL DOTT. SALVATORE IMBORDINO & C.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,31,2607260847.0,salvatoreimbordino@virgilio.it,,922,39977,922.0,39977.0
Agrigento,37.3981451,13.5331618,92015,VIA PORTA AGRIGENTO N. 129,LABORATORIO ANALISI CLINICHE E BIOLOGICHE DOTT.SSE RANDISI FILOMENA E CACIOPPO MARIA S.R.L.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,20,2156880847.0,maria.gacioppo@libero.it,,922,472383,922.0,472383.0
Agrigento,37.4029094,13.5324527,92015,VIA ROMA N. 89,AMBULATORIO ODONTOIATRICO VECCHIO ANTONIO ORALSAN S.A.S.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,5,40,2601940840.0,drvecchio@tekadental.it,,922,471493,922.0,471493.0
0,44.7831651,1.7842037,92024,VIA FRANCIA N. 4,CENTRO ANALISI CLINICHE GUCCIONE S.R.L.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,40,2468590845.0,GUCCIONELAB@LIBERO.IT,,922,854931,922.0,854931.0
0,0.0,0.0,92029,CORSO G. GARIBALDI; N. 237,AMBULATORIO DERMATOLOGIA DR. LENTINI ANGELO,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,10,1370050849.0,a.lentini1@virgilio.it,,922,876213,,
0,0.0,0.0,92029,VIA LINCOLN; N. 74,POLIMEDICA S.R.L.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,38,2277690844.0,polimedica@teletu.it,,922,880989,922.0,880989.0
0,0.0,0.0,92029,VIA MATTEOTTI ; N. 16,LAB.AN.CLIN.NOTO SANTA & C. S.N.C.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,40,587250846.0,pompeociotta@alice.it,,922,857711,922.0,857711.0
0,45.4830708,9.1874481,92029,CORSO GARIBALDI; 234,LAB.ANAL.CLINICHE DOTT. MARIO VELLA S.A.S.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,30,2208520847.0,vellama@tin.it,,922,876642,922.0,876642.0
0,0.0,0.0,92010,VIA ARNO N. 6,DENTAL CENTER S.A.S. DI CELAURO LORENZO,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,5,25,2393680844.0,lorenzocelauro@libero.it,,922,1802605,922.0,1802605.0
Palermo,38.1416239,13.3534707,92010,VIA AUTONOMIA SICILIANA,LABORATORIO ANALISI CLINICHE SAIEVA DELLA DOTT. SSA IMPIDUGLIA VALENTINA S.A.S.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,26,2262620848.0,savanna.1975@libero.it,,922,814290,922.0,814290.0
Palermo,37.8963781,13.559886,92016,CORSO UMBERTO; N. 82,LAB. ANAL. CLINICHE BIOL. DEL DOTT. SEBASTIANO ARMENIO S.N.C.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,40,2098690841.0,LABANALISIARMENIO@LIBERO.IT,,925,62966,925.0,62966.0
Agrigento,37.5045169,13.2737984,92016,VIA CHIARENZA; N. 20,STUDIO DENTISTICO DR. EMANUELE DALLI CARDILLO & C. S.A.S.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,5,40,2282390844.0,E.DALLICARDILLO@PEC.IT,,925,62853,925.0,62853.0
Agrigento,37.5021741,13.2670377,92016,VIA GUASTELLA ; 11,S.A.R. STUDIO ASSOCIATO RADIOLOGICO D.RI SAMARITANO DE FILIPPI,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,S,5,30,683270847.0,S.A.R.SAMARITANODEFILIPPI@GMAIL.COM,,925,61658,,
0,0.0,0.0,92016,VIA GARIBALDI; N; 2/F,DOTT. TAMBURELLO CALOGERO,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,32,1443590847.0,calogerotamburello@virgilio.it,,925,546005,925.0,546005.0
0,42.1532664,12.6468606,92016,VIA GARIBALDI N. 2/I,CENTRO BIOS S.R.L.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,35,2091300844.0,centrobiossrl@tiscali.it,,925,62897,925.0,62897.0
0,0.0,0.0,92020,VIA G. MATTEOTTI; 19,LAB. ANALISI CL. MESSINA DI SCIME' ALDA S.A.S,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,25,578990848.0,LABANALISICLINICHE@ALICE.IT,,922,910995,922.0,910995.0
0,43.7764423,11.2157242,92020,VIA DEI GERANI .4,RUNFOLA ANGELO,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,3,12,1779390846.0,angelorunfola51@libero.it,,922,900507,,
0,0.0,0.0,92020,CORSO UMBERTO I N. 454/456,LABORATORIO ANALISI CLINICHE E BIOLOGICHE S.R.L.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,20,2156870848.0,studiolalfo@libero.it,,922,470147,922.0,470147.0
0,0.0,0.0,92018,VIA MANTEGNA N. 41,ANALITIKON S.N.C.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,40,580960847.0,analitikon81@gmail.com,,925,31247,925.0,31247.0
Agrigento,37.4387757,13.3952379,92011,VIA COLLEGIO N. 87,ANALISI CLINICHE DI MARIA S.N.C. DI GIULIA SCAGLIONE & C.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,4,20,613090844.0,giulia.scaglione@biologo.onb.it,,922,849566,922.0,849566.0
Agrigento,37.5110237,13.0797144,92019,PIAZZA DON LUIGI STURZO N. 6,CENTRO ANALISI DR PIAZZA - CIACCIO & C S.N.C.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,40,313180846.0,piazza.ciaccio@libero.it,,925,25274,925.0,25274.0
Agrigento,37.511375,13.0746769,92019,VIA OVIDIO N. 14,CENTRO MEDICINA E RADIOLOGIA S.R.L.,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,S,5,40,605180843.0,PALAZZOTTOMARCELLO@LIBERO.IT,,925,21427,925.0,21427.0
0,0.0,0.0,92019,VIA G.LICATA; N. 268,CENTRO POLIDIAGNOSTICO SACCENSE S.R.L.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,29,609670849.0,CENTROPOLISCIACCA@TISCALI.IT,,925,27533,925.0,27533.0
Agrigento,37.5155915,13.0752839,92019,VIA VERONA N. 7,CENTRO RADIOLOGIA DIAGNOSTICA DI TAGLIAVIA DR. FRANCESCO & C. S.R.L.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,6,40,279120844.0,centro.radiologiasrl@gmail.com,,925,24644,925.0,86274.0
Agrigento,37.5155915,13.0752839,92019,VIA VERONA N. 7,CENTRO RADIOLOGIA DIAGNOSTICA DI TAGLIAVIA DR. FRANCESCO & C. S.R.L.,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,S,6,40,279120844.0,centro.radiologiasrl@gmail.com,,925,24644,925.0,86274.0
0,0.0,0.0,92019,VIA EINAUDI ANGOLO VIA SEGNI SNC,DIAVERUM ITALIA S.R.L.,S01,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,S,6,54,2243300361.0,diaverum@pec.it,WWW.DIAVERUM.COM,925,26422,925.0,26422.0
Agrigento,37.5177161,13.0776314,92019,VIA DELLE GARNETTE N. 12,CENTRO DI ODONTOIATRIA E PROTESI DENTARIE DEL DOTT. GIUSEPPE DI MARIA S.A.S.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,4,30,2632500845.0,dott.giuseppedimaria@virgilio.it,,925,28194,925.0,28194.0
0,0.0,0.0,92019,VIA MADONNA DELLA ROCCA N. 18/20,CENTRO DI ORTOPEDIA E FISIOTERAPIA DEL DR. PROF. MANGIARACINA AGOSTINO S.R.L.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,20,2208700845.0,mangiaracinaagostino@gmail.com,,925,26477,925.0,26477.0
Agrigento,37.5087293,13.078124,92019,PIAZZA CARMINE N. 9,STUDIO DENTISTICO DEL DOTT. FERRARA ANTONINO S.A.S.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,5,30,2508300841.0,studiodentisticoferrara@gmail.com,,925,21249,925.0,21249.0
Agrigento,37.5099,13.0791944,92019,VIA PIETRO GERARDI N. 116,DI NATALE GAETANO,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,40,597690841.0,tanodinatale@alice.it,,925,26072,925.0,26072.0
Agrigento,37.5095032,13.0645376,92019,VIA FRATELLI BELLANCA N. 15,PEGASO -CENTRO DI FISIOT. ED ORTOPEDIA BASILE DI BASILE GASPARE & C. S.A.S.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,40,2310260845.0,gasparebasile@alice.it,,925,21407,925.0,21407.0
Agrigento,37.5104891,13.083197,92019,CORSO TOMMASO FAZELLO N. 45,LAB. AN. CATANIA IGNAZIO & C. S.N.C.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,35,2297540847.0,info@idrolabor.it,,925,25336,925.0,25336.0
Agrigento,37.5155774,13.0773478,92019,VIA CAPPUCCINI N.145,CENTRO ANALISI BIOSALUS S.N.C. DI BOLLARA GIUSEPPINA E COGNATA CATERINA,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,30,2144580848.0,lab.silo@libero.it,,925,26770,925.0,26770.0
0,0.0,0.0,92019,VIA LANZA N. 31,LABORATORIO ANALISI CLINICHE D.SSA NUZZO ANNA MARIA & C. S.N.C.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,28,2102260847.0,LABORATORIONUZZO@GMAIL.COM,,925,84864,925.0,84864.0
0,45.0865243,9.9294886,92019,VIA MODIGLIANI N. 45,CENTRO DI EDUCAZIONE PSICOMOTORIA S.R.L.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,40,2110730849.0,CEPSCIACCA@PEC.IT,,925,24383,925.0,24383.0
Agrigento,37.5083345,13.089904,92019,VIA RAVASIO N. 18,S.A.R. STUDIO ASSOCIATO RADIOLOGICO DOTT. SAMARITANO DE FILIPPI,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,S,5,30,683270847.0,samaritanodefilippi@pec.it,,925,25305,925.0,25305.0
Agrigento,37.3944604,13.348957,92010,VIA MAZZINI N. 16/A,SAMPERISI GIUSEPPA,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,35,682600846.0,samperisi.giuseppa@libero.it,,922,817538,922.0,815609.0
0,0.0,0.0,92010,VIA G. SIRACUSA N. 22,LABORATORIO ANALISI CLINICHE STALTERI ANTONELLA & C S.N.C.,S03,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,S,5,33,2085420848.0,antonellastalteri@alice.it,,922,815122,922.0,815122.0
Agrigento,37.3167603,13.5801025,92100,VIA IMERA N. 149,DR.RENDA -RISONANZA MAGNETICA - RADIOLOGIA MEDICA - S.R.L.,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,S,5,60,2136020845.0,STUDIORENDASRL@GMAIL.COM,,922,23601,922.0,503112.0
Agrigento,37.3555527,13.8504508,92024,VIA CALABRIA; N. 23,CENTRO POLIDIAGNOSTICO S.R.L.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,5,40,1702450840.0,cenpolis@libero.it,,922,831450,922.0,730536.0
Agrigento,37.3555527,13.8504508,92024,VIA CALABRIA; N. 23,CENTRO POLIDIAGNOSTICO S.R.L.,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,S,5,40,1702450840.0,cenpolis@libero.it,,922,831450,922.0,730536.0
0,0.0,0.0,92010,VIA COMANDANTE POWER N. 2,CENTRO FISIOMON S.A.S.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,30,2124730843.0,centrofisiomon@tiscali.it,,925,39160,925.0,39160.0
0,0.0,0.0,92016,VIA VETRAI N. 7 - 9,ERSEMA S.R.L.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,20,2660120847.0,ersema.leone@libero.it,,925,440750,925.0,440750.0
0,45.6414637,13.7800389,92017,VIA ANTONIO GRAMSCI N. 18/A,LUX S.R.L. - UNIPERSONALE,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,40,6053850829.0,luxsrlsambuca@gmail.com,,925,943115,925.0,943115.0
0,0.0,0.0,92018,VIA NUOVO CENTRO URBANO COMPARTO 56 LOTTO 10 - 11,BIOS MEDIC S.R.L.,S01,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,S,6,36,6121920828.0,BIOSMEDIC@GMAIL.COM,WWW.DIALISIBIOSMEDIC.IT,925,33447,925.0,33447.0
0,0.0,0.0,92018,COMPARTO 206 LOTTI 6 - 7,MEDICINA FISICA E RIABILITATIVA LEONE S.R.L.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,20,2635730845.0,MEDICINAFISICASRL@TISCALI.IT,,925,32297,,
0,0.0,0.0,92013,PIAZZA VITTORIO EMANUELE N. 11,CACIOPPO DOTT. SERGIO & C. S.A.S.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,5,20,2431740840.0,ST.CACIOPPO@ALICE.IT,,925,71155,925.0,71155.0
Agrigento,37.0995799,13.9389276,92027,VIA CANNAROZZO N. 10,CENTRO MEDICO DENTISTICO DI FALZONE SALVATORE & C. S.A.S.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,3,20,2281010849.0,falzonetoto@libero.it,,922,773041,922.0,773041.0
Agrigento,37.4818607,13.5467241,92020,VIA PIRANDELLO N. 24,CENTRO POLIDIAGNOSTICO NUCERA S.R.L,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,S,5,30,1936650843.0,nucera.cg@gmail.com,,922,963232,922.0,963232.0
Agrigento,37.1112271,13.9527872,92027,VIA GELA N. 219,CENTRO DIALISI S.GIOVANNI S.R.L.,S01,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,S,6,72,3036430878.0,centrodialisi1@tiscali.it,,922,802165,922.0,805608.0
0,0.0,0.0,92025,VIA J. PALACH N. 31/A,RIZZUTO GIUSEPPA,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,4,12,1440180840.0,pina.rizzuto@alice.it,,328,7306146,,
Agrigento,37.4035394,13.6156855,92020,VIA ENNA N. 46,FISIOTER S.R.L,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,5,35,4666070828.0,FISIOTER.FKT@GMAIL.COM,,922,902926,922.0,902926.0
0,0.0,0.0,92020,VIA M. AMARI N. 2 H,CENTRO DI RADIOLOGIA MEDICA S.R.L.,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,S,6,40,2385520842.0,v.piazza@cdrm.it,info@cdrm.it,922,904588,922.0,904588.0
0,0.0,0.0,92024,VIA BARONE LOMBARDO N. 64/66,POLO FISIOKINESITERAPICO 'ALU'' S.R.L.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,37,2240070843.0,POLOFKT@LIBERO.IT,,922,831180,922.0,831180.0
Agrigento,37.2968029,13.7866235,92028,VIA VITTIME DEL TERRORISMO N. 1/B,CENTRO MEDICO DI FISIOTERAPIA E RIABILITAZIONE ' SAN CALOGERO ' DI LISINICCHIA VINCENZA,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,40,2811930847.0,fktsancalogero@virgilio.it,,922,953413,922.0,821277.0
0,0.0,0.0,92029,VIA MARTIRI XVI MARZO; 1,CENTRO BIOTERAPICO S.R.L.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,40,2216150843.0,cenbio@libero.it,WWW.CENTROBIOTERAPICO.IT,922,874350,922.0,1836536.0
0,0.0,0.0,92020,C/DA PADRETERNO SNC,POLITERAPY S.R.L.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,40,2811360847.0,POLITERAPYSANTALUCIA@LIBERO.IT,,922,949016,922.0,949149.0
Agrigento,37.2964462,13.7871216,92028,VIA BARONE BARTOLOMEO RIOLO N. 20,CENTRO DENTISTICO DI ZARBO BALDASSARE E C. S.A.S.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,20,2220060848.0,GABRIELEZARBO@ALICE.IT,,922,956444,922.0,956444.0
0,0.0,0.0,92020,VIA GARIBALDI; 68,AMBULATORIO ODONTOIATRICO DR. TAIBI CALOGERO & C. S.A.S.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,3,18,2400350845.0,dott.ctaibi@libero.it,,922,948931,922.0,948931.0
0,45.0734181,7.6786746,92020,VIA GARIBALDI; N. 21,AMBULATORIO ODONTOIATRICO DOTT.SSA DI VITA EMANUELA S.A.S.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,5,18,2515370845.0,ambulatoriodivitasas@pec.it,,922,942747,922.0,942747.0
0,43.2974946,13.4561655,92020,VICOLO VERDI; N. 10,DOTT. AGNELLO ANTONIO S.A.S.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,26,2449650841.0,antonioagnello177@hotmail.com,,922,944794,922.0,944794.0
Agrigento,37.3560044,13.852324,92023,VIA BARONE LA LOMIA N. 35,AMBULATORIO ODONTOIATRICO NOBILE DI NOBILE NOEMI & C. S.N.C.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,4,21,2401340845.0,rocconobile 57@libero.it,,320,878498,,
Agrigento,37.4059508,13.7290266,92020,VIALE DELLA VITTORIA; 157,STUDIO DENTISTICO D.SSA CIRAOLO CALOGERA & C. S.A.S.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,3,15,2460280841.0,studiodentisticociraolo4@gmail.com,,922,945625,922.0,945625.0
Agrigento,37.4132362,13.7254346,92020,VIALE HAMILTON; N. 23,AMBULATORIO MEDICO ODONTOIATRICO DR. LUIGI BURRUANO,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,4,32,351610845.0,kocalos@libero.it,,922,941764,922.0,941764.0
Agrigento,37.264614,13.917898,92023,VIA EDISON; N. 2,AMBULATORIO ODONTOIATRICO DEL DR.CASTRONOVO ROSARIO & C. S.A.S.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,6,24,2458370844.0,ROSARIOCASTRONOVO@LIVE.IT,,922,870214,922.0,870214.0
0,45.4830708,9.1874481,92020,CORSO GARIBALDI; N. 46,DOTT. ANTONIO SCIUME' & C. S.A.S.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,3,18,2428800847.0,antoniosciume67@gmail.com,,922,944740,,
0,0.0,0.0,92024,C/DA GIARRA,STUDIO MEDICO DI NEFROLOGIA E DIALISI S.R.L.,S01,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,S,6,48,2245440843.0,DIALISICANICATTI@PEC.IT,,922,859170,922.0,859170.0
0,0.0,0.0,92020,VIA F. INGRAO N. 47,FISIOTERAPIA S.R.L.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,40,2619220847.0,fisioterapia.srl@libero.it,,922,946131,922.0,946131.0
0,0.0,0.0,92019,CONTRADA SOVARETO,FINTUR S.P.A. SCIACCA,S08,ASSISTENZA IDROTERMALE,ALTRO TIPO DI STRUTTURA TERRITORIALE,,6,N,0,0,3193320821.0,lipari@aeroviaggi.it,WWW.AEROVIAGGI.IT,925,994024,91.0,8486024.0
0,0.0,0.0,92010,LOCALITA' ACQUE CALDE SN.,TERME ACQUA PIA S.R.L. MONTEVAGO,S08,ASSISTENZA IDROTERMALE,ALTRO TIPO DI STRUTTURA TERRITORIALE,,7,N,0,0,109510842.0,TERMEACQUAPIA@TERMEACQUAPIA.IT,WWW.TERMEACQUAPIA.IT,925,39026,925.0,1956017.0
0,0.0,0.0,92017,VIA L. LONGO S.N.C.,BARTOLOMEO MARIA TECLA,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,4,20,1807710841.0,bartolomeomariatecla@alice.it,,925,28710,,
0,0.0,0.0,92020,VIA REINA N.1 - 1/A,AMB. MED. OCUL. DOTT. A. MASSARO DI MASSARO CENERE & C. S.A. S,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,5,25,2314100849.0,MASSARO.ANTONINO@GMAIL.COM,,922,989817,,
0,26.3258094,-80.1445594,92010,VIA ROMA ; 12,DOTTOR ABATE SOCIETA' COOPERATIVA,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,S,3,12,2321700849.0,ABAPIC@LIBERO.IT,,922,983456,,
0,0.0,0.0,92010,VIA GIRGENTI N. 53,AMBULATORIO SPECIALISTICO 'R. TRAINA' S.R.L,S01,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,S,3,36,2197610849.0,aspertbivona@tin.it,,922,993238,,
Agrigento,37.5211269,13.4350598,92012,VIA ROMA ;8,MEDICAL DENTAL S.A.S. DEL DOTT. PIAZZA SALVATORE & C.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,4,21,2494530849.0,SALVATOREPIAZZA9@VIRGILIO.IT,,922,984478,922.0,984478.0
0,0.0,0.0,92010,VIA GIOVANNI XXIII ;2,OFTALMOLOGIA MANZONE S.R.L.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,5,25,2453500841.0,oftalmologiamanzone@pec.it,,922,845151,922.0,845151.0
0,0.0,0.0,92010,VIA GIOVANNI XXIII; 2,CENTRO ANDROS MEDICAL S.R.L.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,25,2196440842.0,androsmedical@pec.it,,922,845151,922.0,845151.0
0,40.2499041,16.6987628,92010,VIA NAZIONALE; N. 2,DENTALFER DI GIUSEPPE FERRANTELLI & C. S.A.S.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,6,40,2449760848.0,dentalfer@pec.it,,925,64776,,
0,0.0,0.0,92010,VIA VITTORIO EMANUELE; N. 12,AMB. DI FKT. DON G. LEONE DI F. LEONE & C. S.A.S,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,25,2396850840.0,dongiuseppeleone@libero.it,,925,65333,,
Agrigento,37.4439256,13.3899387,92011,VIA EINAUDI; 5/7,CENTRO FISIOTERAPICO HERACLES S.R.L.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,20,2207190840.0,centroheracles@libero.it,,922,840165,922.0,840165.0
0,0.0,0.0,92011,VIA PROF LEONARDI; N. 149,CENTRO POLISPECIALISTICO FKT BENESSERE S.R.L.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,6,24,2310070848.0,tocuyo@libero.it,,922,849433,,
0,0.0,0.0,92010,CORSO VITTORIO EMANUELE N. 87,CENTRO ODONTOIATRICO VITO SPAGNOLO S.A.S.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,S,4,22,1616460844.0,vito.spagnolo64@gmail.com,,922,845161,922.0,845161.0
Agrigento,37.5037324,13.266722,92016,VIA ROMA; 63,DIAVERUM ITALIA S.R.L.,S01,ATTIVITA' CLINICA,ALTRO TIPO DI STRUTTURA TERRITORIALE,,12,S,6,54,2243300361.0,diaverum@pec.it,www.diaverum.com,925,62455,925.0,26422.0
0,0.0,0.0,92026,VIA A. MORO N. 150/152,POLIMEDICA S.R.L.,S01,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,N,5,40,1801560846.0,POLIMEDICAFKT@LIBERO.IT,,922,437628,922.0,437055.0
