SIGLAPROVINCIA;DESCRIZIONEPROVINCIA;DESCRIZIONECOMUNE;CAP;INDIRIZZO;DENOMINAZIONESITOLOGISTICO;LATITUDINE;LONGITUDINE;PARTITAIVA
CT;CATANIA;ACI CASTELLO;95021;VIA NAZARIO SAURO 5/A;PARAFARMACIA DOTT.SSA COSTA MARIA CHIARA;37,5542111;15,14856;4915030870
CT;CATANIA;RANDAZZO;95036;via vittorio veneto 59;Parafarmacia Saraniti;37,876058;14,949681;3283890832
CL;CALTANISSETTA;CALTANISSETTA;93100;Via Malta, 57/59;Farmacity s.r.l.;37,4922534;14,0449314;1923320855
CT;CATANIA;RANDAZZO;95036;VIA CARLO ALBERTO DALLA CHIESA N.41;PARAFARMACIA LA ROSA MARIAGRAZIA;37,876058;14,949681;5144550877
CT;CATANIA;ACI SANT'ANTONIO;95025;Via Marchesana 50;Parafarmacia Dott. Francesco Grasso;37,5996057;15,131306;5132020875
CT;CATANIA;CATANIA;95128;Via Fimia, 44-46;Parafarmacia Vulcania;37,5248549;15,0833299;5152210877
SR;SIRACUSA;SIRACUSA;96100;Corso UMBERTO 91;DI BENEDETTO IOLANDA;37,0714375;15,283007;1806070890
PA;PALERMO;MONREALE;90046;Via Altofonte, 63/65;Parafarmacia Giangrande Snc;37,8829494;13,37754553;6256160828
SR;SIRACUSA;FLORIDIA;96014;Viale Papa Paolo VI, 47/A;Parafarmacia Pharmabeauty;37,0880092;15,1585686;1731100895
PA;PALERMO;SAN CIPIRELLO;90040;Contrada BASSETTO;PARAFARMACIA LA MANNO;37,962147;13,176143;6298290823
CT;CATANIA;TREMESTIERI ETNEO;95030;Via G. Marconi, sn c/o Le Ginestre;Bellezza in Salute s.r.l.s.;37,5764878;15,0732205;5165990879
PA;PALERMO;VALLEDOLMO;90029;Via Garibaldi, 122;Parafarmacia Dott.ssa Minnuto;37,747448;13,827859;6302470825
PA;PALERMO;BAGHERIA;90011;Corso BUTERA, 161;PARAFARMACIA IGEA;38,0795715;13,5069188;5965610826
SR;SIRACUSA;NOTO;96017;Via CAV. VITTORIO VENETO, 41\43;PARAFARMACIA DR. PIER SANTI BASILE S.R.L.S.;36,890142;15,069294;1822580898
PA;PALERMO;ALIA;90021;Via Francesco Crispi, 5-7;Parafarmacia;37,779948;13,713856;6091980828
PA;PALERMO;ALIA;90021;Via Francesco Crispi, 5-7;Parafarmacia;37,779948;13,713856;6788000823
TP;TRAPANI;PANTELLERIA;91017;Via Borgo Italia, 41;Parafarmacia D.ssa Antonella Amato;36,831148;11,9410004;8266770968
TP;TRAPANI;CASTELVETRANO;91022;Via Pietro Luna, 157;Pollina Anna;37,682639;12,791639;2405980810
CT;CATANIA;ACIREALE;95024;Via Vittorio Emanuele II, 211;Parafarmacia Pharmakon della Dott.ssa Giovanna Russo;37,6130513;15,1653154;4619920871
PA;PALERMO;PALERMO;90127;Via liborio giuffrè, 16;parafaramcia delle cliniche;38,1067747;13,3600008;6253740820
PA;PALERMO;PALERMO;90145;Via Ercole Bernabei, 58-60;Farmacentro Sanctus Ioseph di Parrino Tiziana S.a.s;38,1281836;13,3397859;6288100826
TP;TRAPANI;ERICE;91100;Via Guglielmo Marconi, 499;PArafarmacia Dr. Zichichi Ugo;38,0374278;12,5869952;2284390818
SR;SIRACUSA;SIRACUSA;96100;Via PIAVE, 211;I DUE LEONI DI CARDILLO MARIANO;37,0726541;15,2895975;918460940
CL;CALTANISSETTA;CALTANISSETTA;93100;Viale Stefano Candura, 18/M;Parafarmacia San Luca del dott. Armando Anzalone;37,4781269;14,0531683;1931600850
PA;PALERMO;CEFALU';90015;Via Gramsci, 25;Parafarmacia Cefalù dott.ri Leanza e Longo;38,0362171;14,0240015;6317320825
RG;RAGUSA;COMISO;97013;Stradaprovinciale vittoria-cannamellito-pantaleo, 5;parafarmacia;36,9507336;14,6074553;1324350881
TP;TRAPANI;CASTELVETRANO;91022;Stradastatale 115, km 74S100;conad superstore;37,682639;12,791639;2657430845
RG;RAGUSA;SCICLI;97018;Via Giotto, S.N.C.;FarmaSampieri;36,7920107;14,7042997;1049760885
RG;RAGUSA;VITTORIA;97019;Via San Martino, 427;Pharmamed di Cerruto Mariel;36,9558813;14,5219879;1566390884
TP;TRAPANI;PACECO;91027;Via Garibaldi c/da Nubia, 43;Parafarmacia Dott.ssa Canino;37,9812974;12,5573091;2549340814
CL;CALTANISSETTA;GELA;93012;Piazza Umberto I, 6;Parafarmacia Dott.ssa Silvana Cammilleri;37,0664363;14,2502445;1755550850
PA;PALERMO;BORGETTO;90042;Contrada dommartino, snc;CONAD PARAFARMACIA;38,047048;13,143542;6648870829
PA;PALERMO;BORGETTO;90042;Contrada dommartino, snc;Maenza srl;38,047048;13,143542;5356720820
PA;PALERMO;BORGETTO;90042;Contrada dommartino, snc;Maenza srl;38,047048;13,143542;6648870829
TP;TRAPANI;MARSALA;91025;Via Trapani, 19;NUOVAFARMACIA del dr. ALBERTO MORSELLO;37,80516045;12,4474176;1844380814
CL;CALTANISSETTA;CALTANISSETTA;93100;Via Amico Valenti, 38;Parafarmacia dott.ssa Simona Valenza;37,4898289;14,0632916;1892080852
CT;CATANIA;BRONTE;95034;Viale Della Regione, 4/H;Parafarmacia del Dott. Ciraldo Emanuele;37,789456;14,83418;5196310873
ME;MESSINA;SANT'AGATA DI MILITELLO;98076;Via Cosenz, 65;Robilotta Barbara;38,067859;14,632672;1891080762
CT;CATANIA;CATANIA;95100;Via PASSO GRAVINA, 81/D;PAGANOFARMA SRL;37,5358078;15,0738838;4553620875
CT;CATANIA;CATANIA;95100;Via PASSO GRAVINA, 81/D;PAGANOFARMA SRL;37,5358078;15,0738838;5345520877
CT;CATANIA;CATANIA;95127;Via GABRIELE D'ANNUNZIO, 128;NATURALIA DI ZANGARA MARIANGELA;37,5176688;15,0940661;4487100879
CT;CATANIA;CATANIA;95127;Via GABRIELE D'ANNUNZIO, 128;NATURALIA DI ZANGARA MARIANGELA;37,5176688;15,0940661;4487100879
RG;RAGUSA;RAGUSA;97100;Largo camerina, 19;Parafarmacia Ibla;36,9270579;14,7438725;1576910887
RG;RAGUSA;RAGUSA;97100;Via Roma, 183;Parafarmacia Dr. Messina;36,9263182;14,7284995;1577910886
TP;TRAPANI;TRAPANI;91100;Via libica, lotto 45;superstore libica;38,0160543;12,5437475;5648730827
CT;CATANIA;RANDAZZO;95036;Via del santuario, 16;Parafarmacia Veterinaria di Lo Presti Riccardo;37,876058;14,949681;5108480871
CT;CATANIA;CATANIA;95128;Via Quieta, 27;Reformhaus La casa della salute S. N. C.;37,5231137;15,0847827;3226950875
CT;CATANIA;CATANIA;95128;Via Quieta, 27;Reformhaus di Losi Lia Maria Innocenza;37,5231137;15,0847827;5602670878
CL;CALTANISSETTA;VALLELUNGA PRATAMENO;93010;Via NAZIONALE, 2;PARAFARMACIA SAN PIO;37,682047;13,83156;2021380858
CL;CALTANISSETTA;VALLELUNGA PRATAMENO;93010;Via NAZIONALE, 2;PARAFARMACIA SAN PIO DOTT.SSA SCARLATA ELIANA;37,682047;13,83156;1939970859
TP;TRAPANI;TRAPANI;91100;Via Via dei mille 12, 12;Laboratorio del farmacista Dottor Vincenzo Gagliani;38,0160543;12,5437475;2553030814
ME;MESSINA;TORRENOVA;98070;Via Benedetto Caputo, 71;Parafarmacia Lo Iacono;38,09376;14,679973;3330860838
ME;MESSINA;TORRENOVA;98070;Via Benedetto Caputo, 71;Parafarmacia Lo Iacono;38,09376;14,679973;3420310835
AG;AGRIGENTO;AGRIGENTO;92100;Via Fosse Ardeatine, sn;Dr Fleming;37,3122991;13,57465;4996710879
AG;AGRIGENTO;CASTROFILIPPO;92020;Stradastatale 640 km29, sn;Dr Fleming;37,348841;13,750262;4996710879
CT;CATANIA;CATANIA;95128;Viale RAFFAELLO SANZIO, 24;RAO FARMACEUTICI SRL;37,5220986;15,0914634;6349600822
RG;RAGUSA;MODICA;97015;Corso Umberto I, 158;Farmanatura s.a.s.;36,8589123;14,7613206;1092450889
TP;TRAPANI;TRAPANI;91100;Via dei Mille, 12;Laboratorio del farmacista Dott. V.zo Gagliani;38,0207464;12,5264648;2553030814
ME;MESSINA;CAPRI LEONE;98070;Via NAZIONALE, 223;EASYPHARMA DI R.DELIA;38,1041742;14,7021385;3208060834
TP;TRAPANI;PETROSINO;91020;Contrada TRIGLIA SCALETTA;BIELLE SUPERMERCATI S.R.L.;37,7114955;12,4899602;2567200817
TP;TRAPANI;PETROSINO;91020;Contrada TRIGLIA SCALETTA;BIELLE SUPERMERCATI S.R.L.;37,7114955;12,4899602;2567200817
TP;TRAPANI;VALDERICE;91019;Via VESPRI, 410;PARAFARMACIA DI FARMACISTA MANNINO TERESA;38,043344;12,623631;2462860814
PA;PALERMO;BAGHERIA;90011;Via CAPITANO E. BASILE, 90;PARAFARMACIA SALUTE E BELLEZZA;38,079351;13,509349;6386140823
PA;PALERMO;BAGHERIA;90011;Via CAPITANO E. BASILE, 90;PARAFARMACIA SALUTE E BELLEZZA;38,079351;13,509349;6715100829
SR;SIRACUSA;SIRACUSA;96100;Via Tica;VI.DA.SRL;37,0835005;15,2858115;1746350899
SR;SIRACUSA;CARLENTINI;96013;Contrada marcellino, sn;Parafarmacia Dott.Antonio Pirrera;37,2760087;15,0148603;1550890899
CL;CALTANISSETTA;NISCEMI;93015;Via V. CARUSO, 66/A;PEPI MARIA CONCETTA;37,1453346;14,3853197;1949370850
EN;ENNA;LEONFORTE;94013;Via PICONE, 5/C;PARAFARMACIA E FARMACIA VETERINARIA DEL VECCHIO OSPEDALE DEL DOTT LICITRA SRL;37,641421;14,3973834;1216540862
CT;CATANIA;NICOLOSI;95030;Via GUGLIELMO MARCONI, 159/A;PARAFARMACIA DR TICALI GIOVANNI;37,615954;15,025486;5245130876
CT;CATANIA;CATANIA;95100;Via ASIAGO, 3-C/D;LO FARO CLELIA;37,5172792;15,1044873;5255670878
SR;SIRACUSA;AUGUSTA;96011;Via CITRUS, 18;PARAFARMACIA CITRUS;37,2432106;15,2214748;1847120894
PA;PALERMO;CARINI;90044;Contrada ciachea, snc;Parafarmacia PoseidonIn;38,131172;13,1818847;6375060826
CT;CATANIA;CATANIA;95127;Via Milano, 94/B;BioShop;37,5172033;15,0952801;5259060878
SR;SIRACUSA;LENTINI;96016;Via FEDERICO DI SVEVIA, 28;PARAFARMACIA DOTT. DI MARI ANTONINO;37,285448;14,999589;1589680899
CL;CALTANISSETTA;MUSSOMELI;93014;Via PALERMO, 161;PARAFARMACIA DOTT.SSA SPOTO GIUSY;37,584117;13,74856;1945460853
CT;CATANIA;CATANIA;95127;Via vincenzo giuffrida, 184;st.s. s.r.l.;37,524912;15,091126;2792510832
CL;CALTANISSETTA;GELA;93012;Via RECANATI, 229;PARAFARMACIA DOTT. EMMANUELLO CROCIFISSO;37,074692;14,24225;1953740857
RG;RAGUSA;RAGUSA;97100;Piazza mons Francesco Pennisi, 2;Parafarmacia Dr Giancarlo Rizza;36,927237;14,712802;1586110882
RG;RAGUSA;SCICLI;97018;Via COLOMBO, 37;PARAFARMACIA DI PORTELLI CARMELO;36,783491;14,905127;1593110883
PA;PALERMO;PALERMO;90125;Via villagrazia, 77;centro guadagna;38,0862499;13,3467499;3959610829
SR;SIRACUSA;SIRACUSA;96100;Viale SANTA PANAGIA, 18;PHARMANATURAL;37,0837773;15,2800669;1788230892
CT;CATANIA;CATANIA;95128;Via M. R. Imbriani, 221;GEA snc;37,5026081;15,0871114;4466200872
PA;PALERMO;TRABIA;90019;Via CRISTOFORO COLOMBO, 09;D'ANNA FRANCESCA;38,006451;13,633552;6401590820
ME;MESSINA;ROCCALUMERA;98027;Via Umberto I, 143;Amica Natura;37,9753902;15,394829;3280560834
RG;RAGUSA;COMISO;97013;Viale della Resistenza, 35;parafarmacia dott.ssa Fotia Laura;36,9500701;14,6064416;1052220884
CT;CATANIA;BIANCAVILLA;95033;Contrada CIANCIANELLA;PARAFARMACIA BIANCAVILLA;37,6463083;14,8616616;5368500871
CT;CATANIA;BIANCAVILLA;95033;Contrada CIANCIANELLA;PARAFARMACIA FAMILA;37,6463083;14,8616616;793650870
CT;CATANIA;MISTERBIANCO;95045;Contrada Cubba - Tenutella, sn;Dr Fleming;37,5191722;15,0079363;4996710879
CT;CATANIA;MISTERBIANCO;95045;Contrada Cubba - Tenutella, sn;Vivisalute C. Sicilia;37,5191722;15,0079363;5548290872
CT;CATANIA;SAN GREGORIO DI CATANIA;95027;Via carcara, 52/c;Parafarmacia Europa;37,565254;15,111788;5276450870
AG;AGRIGENTO;RAFFADALI;92015;Via Porta Agrigento, 106;PARAFARMACIA DELLA DOTTORESSA MARIALUCIA PISCOPO;37,40364;13,533057;2797120843
AG;AGRIGENTO;RAFFADALI;92015;Via Porta Palermo, 304;PARAFARMACIA DELLA DOTTORESSA MARIALUCIA PISCOPO;37,40364;13,533057;2797120843
CT;CATANIA;MISTERBIANCO;95045;Via Giacomo Matteotti, 320;Parafarmacia Dott.ssa Gabriella Sgroi;37,5183161;15,0070482;5293750872
CL;CALTANISSETTA;SAN CATALDO;93017;Via SAN GAETANO, 72;Parafarmacia Sant'Andrea;37,488445;13,993065;1786130854
RG;RAGUSA;MODICA;97015;Via Gianforma Ponte Margione, 102B;SaluteInFarma di Cicchetti Claudio;36,8589123;14,7613206;1598550885
CT;CATANIA;ACIREALE;95024;Via Leonardo Da Vinci, 77;Futur Pharma Srl s;37,6127773;15,1658804;5296670879
CT;CATANIA;PATERNO';95047;Corso sicilia, 38/40;SICIL PHARMA S.R.L.;37,570952;14,902683;5355200873
CT;CATANIA;BELPASSO;95032;Viaaccorciatoia VITTORIO EMANUELE III, 46/48;SICIL PHARMA S.R.L.;37,570952;14,902683;5355200873
CT;CATANIA;PATERNO';95047;Corso sicilia, 38/40;paterno' anna giovanna alfina;37,570952;14,902683;4857290870
CT;CATANIA;PIEDIMONTE ETNEO;95017;Via NUOVA DEL CONVENTO, 65;NUOVA PARAFARMACIA DELLA D.SSA SETTENERI MARIA;37,8068461;15,1790849;5298070870
RG;RAGUSA;RAGUSA;97010;Via pozzallo, 79;Parafarmacia - Dott. G. Aquila -;36,7855066;14,5555647;1587630888
CL;CALTANISSETTA;CALTANISSETTA;93100;Via ERNESTO VASSALLO;PARAFARMACIA;37,4799356;14,0560181;1960820858
CL;CALTANISSETTA;GELA;93012;Via GIAN MARIA VOLONTE';PARAFARMACIA IGEA DI GRAVAGNA GIANLUCA MARIA E MONCADA ANGELA S.N.C.;37,0664363;14,2502445;1961130851
CL;CALTANISSETTA;GELA;93012;Via GIAN MARIA VOLONTE';PARAFARMACIA IGEA DI MONCADA ANGELA E MORELLO MARICA SNC;37,0664363;14,2502445;1961130851
ME;MESSINA;MESSINA;98100;Via XVII Luglio, 52;Farmabeauty;38,1858074;15,5546301;3336290832
TP;TRAPANI;ALCAMO;91011;Stradastatale 113 KM.327;CENTO PIAZZE S.R.L.;37,9783947;12,9686255;2213400811
TP;TRAPANI;MARSALA;91025;Contrada BOSCO, 465;ADELPHI SNC DI STEFANIA E MARIA CHIARA REQUIREZ;37,8487085;12,5024395;2595120813
CT;CATANIA;CALTAGIRONE;95041;Viale Europa, 2/B;Parafarmacia Dott.ssa Josephine Scandura;37,217244;14,519129;5279370877
CT;CATANIA;CALTAGIRONE;95041;Viale Europa, 2B;Parafarmacia Dott.ssa Josephine Scandura;37,216993;14,5190595;5279370877
ME;MESSINA;MESSINA;98131;Via nazionale mili marina, 217/219;parafarmacia scopelliti nunzia;38,097988;15,5042717;3383120833
CT;CATANIA;GIARRE;95014;Via Via Massimo D'Azeglio, 62;BENESSERE E SALUTE S.r.L. S.;37,7244887;15,1887049;5308120871
TP;TRAPANI;CASTELVETRANO;91022;Via XX SETTEMBRE ANGOLO VIA CARACCI, 68;Pollina Anna;37,683399;12,7861345;2405980810
RG;RAGUSA;MODICA;97015;Via ALDO MORO, 13;FARMAIBLEA SNC;36,8396328;14,7671447;1511680884
PA;PALERMO;PALERMO;90141;Via Generale Magliocco, 54/56;Parafarmacia Ruggero Settimo;38,1212224;13,3558605;5249610824
PA;PALERMO;PALERMO;90141;Via Generale Magliocco, 54/56;Parafarmacia Ruggero Settimo;38,1212224;13,3558605;6614150826
TP;TRAPANI;ALCAMO;91011;Via VITTORIO VENETO, 244;PARAFARMACIA PARRINO FRANCESCA;37,975428;12,963533;2442560815
CT;CATANIA;CATANIA;95127;Viale Vittorio Veneto, 271;HobbyZoo;37,525174;15,0956854;784230872
ME;MESSINA;MILAZZO;98057;Via TENENTE MINNITI, 90;PARAFARMACIA LA MALFA GIUSI;38,2156255;15,2364932;3335640839
CT;CATANIA;MISTERBIANCO;95045;Via Duccio Galimberti, 21;Parafarmacia Galimberti;37,520381;15,0046367;5324150878
AG;AGRIGENTO;CANICATTI';92024;Viale dell Vittoria, 14-16;GIUSEPPINA INSALACO PARAFARMACIE DOT;37,3585482;13,8508625;2812740849
SR;SIRACUSA;PACHINO;96018;Via giovanni pascoli, 56/58;rmachl di vittini maria concetta;36,714292;15,081512;1878130895
ME;MESSINA;TERME VIGLIATORE;98050;Via del mare ang.via I maggio, 74;Parafarmacia;38,1358656;15,1633873;3385950831
RG;RAGUSA;COMISO;97013;Via Albert Einstein, 25/A;Parafarmacia Dott. Germano Pierpaolo;36,9525615;14,6040733;1577560897
PA;PALERMO;PALERMO;90127;Via Carlo Pisacane, 6/a-b;Vass.Azzar.Sas di Vassallo Massimiliano & C.;38,1094282;13,3639879;6487430826
AG;AGRIGENTO;CAMPOBELLO DI LICATA;92023;Via FRATELLI ROSSELLI;BABYSAN DELLA DOTT.SSA GRUTTADAURIA GLORIA;37,2588435;13,917697;2821390842
ME;MESSINA;MESSINA;98122;Corso cavour, 62;parafarmacia dott.ssa Marchesini srl;38,1909459;15,5526293;2886810833
CT;CATANIA;MALETTO;95035;Via Umberto, 62;Parafarmacia San'Antonio;37,8286922;14,8660035;1885790897
PA;PALERMO;PALERMO;90128;Via Stefano Bilardello, 11;"PARAFARMACIA SANTA ROSALIA DEL DOTT. CAVALLARO FRANCESCO &amp; C. S.N.C.";38,09622;13,34902;6438060821
PA;PALERMO;PALERMO;90128;Via Stefano Bilardello, 11;Parafarmacia Santa Rosalia Dott. Francesco Cavallaro & C. s.a.s.;38,09622;13,34902;6438060821
ME;MESSINA;GIARDINI-NAXOS;98035;Via Venezia, 1;parafarmaciacrapiosrl;37,8203872;15,2514288;3405180831
CT;CATANIA;CATANIA;95100;Piazza duca di camastra, 4;parafarmacia;37,5338009;15,020732;5356320878
CT;CATANIA;BELPASSO;95032;Via FIUME, 127;SICIL PHARMA S.R.L.;37,595968;14,980322;5355200873
AG;AGRIGENTO;LAMPEDUSA E LINOSA;92010;Via VITO SICOMO, 1;ANCONA E MAIORANA SNC;35,5074087;12,6043996;552210817
CT;CATANIA;PALAGONIA;95046;Via Vittorio Emanuele, 162;PARAFARMACIA DR. DI MARIA DI EUGENIO ANGELO DI MARIA;37,3282714;14,7472448;5361130874
RG;RAGUSA;ISPICA;97014;Via zecchino c/o marispica, snc;Punto Salute;36,788137;14,9101565;1624060883
ME;MESSINA;ROCCALUMERA;98027;Via Umberto I, 681;Muscolino Vincenza;37,9816906;15,4000101;3407050834
PA;PALERMO;PALERMO;90145;Via PRINCIPE DI PALAGONIA, 12;PARAFARMAVET S.R.L.S.;38,1339655;13,3364158;6502820829
PA;PALERMO;PALERMO;90146;Via CASTELFORTE, 101;NATURELL PARAFARMACIA;38,179393;13,3251881;6474650824
PA;PALERMO;PALERMO;90146;Via CASTELFORTE, 101;PARAFARMACIA CASTELFORTE;38,179393;13,3251881;6804080825
PA;PALERMO;PALERMO;90141;Via DANTE, 326-328;PARAFARMACIA DOTT.SSA R. DI DIDIO;38,1217459;13,3425297;6457730825
ME;MESSINA;FALCONE;98060;Via nazionale, 213;Parafarmacia del Tindari soc.coop.;38,117049;15,0797443;3354920831
ME;MESSINA;MESSINA;98124;Viale EUROPA, 207;PHYTOSOPHYA;38,1832798;15,5425061;3242120834
RG;RAGUSA;MODICA;97015;Via NAZIONALE, 202;FARMANOVA DOTT. SAVARINO GIUSEPPE;36,855282;14,761455;1485130882
RG;RAGUSA;RAGUSA;97100;Via Mariannina Schininà, 179-181;PARAFARMACIA DOTT.SSA CABIBBO ANTONELLA;36,925989;14,721803;1626270886
CT;CATANIA;GIARRE;95014;Via Luigi Orlando, 148/150;Omnifarma srl;37,721046;15,1777518;5030930878
RG;RAGUSA;VITTORIA;97019;Via PLEBISCITO, 48;PARAFARMACIA dott.ssa IACONO IVANA;36,892468;14,42938;1342790886
CT;CATANIA;BIANCAVILLA;95033;Via Vittorio Emanuele, 110;Il Melograno di Maria Neri;37,6409237;14,8712191;5374550878
CT;CATANIA;ACI CASTELLO;95021;Via PROVINCIALE, 72;PARAFARMACIA ACI TREZZA SRL SEMPLIFICATA;37,561111;15,159768;5381540870
CT;CATANIA;PEDARA;95030;Via Guglielmo Marconi, 105;rosario santoro;37,617889;15,0643828;3293100875
CT;CATANIA;CATANIA;95129;Via Umberto 217;Nanuk di Barbaro Gabriele Graziano;37,7887563;15,2042925;5155840878
CT;CATANIA;CATANIA;95129;Via Umberto, 217/A;Nanuk di Barbaro Gabriele Graziano;37,7887563;15,2042925;5155840878
PA;PALERMO;PALERMO;90144;Via FRANCESCO PAOLO DI BLASI, 18;FARMA ZOO SERVICE PARAFARMACIA VETERINARIA;38,13935;13,34402;6439220820
TP;TRAPANI;TRAPANI;91100;Piazza SANT'AGOSTINO, 14;SALUS SOCIETA' A RESPONSABILITA' LIMITATA;38,015023;12,509474;2518140815
CT;CATANIA;CATANIA;95129;Corso Italia, 310/312;Parafarmacia Ai Portici;37,5164563;15,1048788;2999080878
CT;CATANIA;CATANIA;95129;Corso Italia, 310/312;Parafarmacia Ai Portici;37,5164563;15,1048788;5609410872
CT;CATANIA;CATANIA;95129;Viale IONIO, 112;PARAPHARMACIE SRL;37,5141839;15,1020924;1215210079
RG;RAGUSA;MODICA;97015;Contrada Michelica;Centro Commerciale La Fortezza;36,826604;14,800007;3529740544
CT;CATANIA;CATANIA;95128;Via FRANCESCO RISO, 58;PARAFARMACIA DOTT.SSA PAGANO ANTONINA;37,515069;15,090235;2700880871
RG;RAGUSA;MODICA;97015;Contrada Contrada Michelica;Centro Commerciale La Fortezza;36,826604;14,800007;3529740544
EN;ENNA;ENNA;94100;Via Della Provincia, 5;KARMA PARAFARMACIA;37,565467;14,268732;1219110861
EN;ENNA;ENNA;94100;Via Della Provincia, 5;PHARMA POINT;37,565467;14,268732;1235860861
RG;RAGUSA;ISPICA;97014;Via VITTORIO VENETO, 24;PARAFARMACIA CANTO;36,786945;14,908829;1634820888
PA;PALERMO;PALERMO;90143;Via GIUSEPPE ALESSI, 16/D;FARMAMED DI CARLO DI FEDE;38,140079;13,349506;6539670825
CT;CATANIA;CATANIA;95126;Via Messina, 623/627;Hobbyzoo;37,5343727;15,1152449;784230872
CT;CATANIA;CATANIA;95126;Via Messina, 623/627;Hobbyzoo;37,5343727;15,1152449;5474350872
PA;PALERMO;PALERMO;90127;Via Gaspare Palermo, 61;Igeapharm;38,1053488;13,3636207;6532104826
CT;CATANIA;CATANIA;95129;Viale IONIO, 112;PARAFARMACIA LE SOURIRE;37,5141839;15,1020924;5164130873
PA;PALERMO;PALERMO;90144;Via Francesco lo Iacono, 35;Parafarmacia Notarbartolo srl;38,1331395;13,3453681;6550960824
RG;RAGUSA;MODICA;97015;Via Gianforma Ponte Margione, 12 bis/ 3 e 4;SaluteInFarma di Cicchetti Claudio;36,8588214;14,7608121;1598550885
CT;CATANIA;SAN GIOVANNI LA PUNTA;95037;Via della Regione, 196;PARAFARMACIA NATUR ELLE DI DESIRE'E ALLEGRA;37,5791023;15,0900579;5419060875
CT;CATANIA;SAN GREGORIO DI CATANIA;95027;Via Umberto, 183;Parafarmacia Dell'Immacolata;37,5700497;15,1145008;4747780874
CT;CATANIA;PALAGONIA;95046;Via ARMANDO DIAZ, 2;MOSCATO EUGENIA;37,3330786;14,7416668;4497970873
CT;CATANIA;CATANIA;95128;Via ETNEA, 684;PARAFARMACIA ETNEA DI LUCCA VERONICA;37,522204;15,0827891;5395250870
CT;CATANIA;MASCALI;95016;Via P. Vincenzo Tirendi, 2A;PARAFARMACIA NAZIONALE Della Dott.ssa Francesca Parrino;37,7485154;15,192988;5434980875
CT;CATANIA;RAGALNA;95030;Piazza SANTA BARBARA, 5;PARAFARMACIA SANTA BARBARA;37,6303404;14,9392288;5437410870
PA;PALERMO;MARINEO;90035;Via FALCONE E BORSELLINO, 26;PARAFARMACIA DR.PIETRO FERRANTELLI;37,95174415;13,41631076;5554650829
CL;CALTANISSETTA;CALTANISSETTA;93100;Via Luigi Monaco, 12;Officina del benessere s.r.l.;41,9027835;12,4963655;1749090856
ME;MESSINA;PACE DEL MELA;98042;Via libertà, 37;Natura & Bio di Tambato Antonio;38,201103;15,315945;2024130839
RG;RAGUSA;SCICLI;97018;Via Via Pistone 7, 7;Biocelia Scicli di Roberto Tamà;36,7919139;14,70495;1617790884
ME;MESSINA;TAORMINA;98039;Via Crocifisso, s.n.;PARAFARMACIA PORTA CATANIA VERSO DOTT.SSA VIVIANA;37,8468572;15,278545;3358990830
EN;ENNA;BARRAFRANCA;94012;Via Fratelli Vasapolli, 175;Parafarmacia Mattina;37,374688;14,201447;1220090862
CL;CALTANISSETTA;CALTANISSETTA;93100;Viale Trieste, 131/I-131/L-131/M;Parafarmacia Sant'Andrea Sede di Caltanissetta;0;0;1786130854
CT;CATANIA;ACIREALE;95024;Corso SAVOIA, 28;FARMEDI S.R.L.;37,6143924;15,1654389;4905510873
ME;MESSINA;MESSINA;98122;Viale Regina Margherita, 59;Parafarmacia;38,19957085;15,54863799;3447690839
ME;MESSINA;CAPO D'ORLANDO;98071;Piazza MATTEOTTI, 7;PARAFARMACIA DEL CENTRO;38,161591;14,745702;3459150839
ME;MESSINA;MESSINA;98123;Via CENTONZE, 159;PARAFARMACIA SCOLARO GIUSEPPE;38,1843396;15,5521145;3459810838
SR;SIRACUSA;SIRACUSA;96100;Via lido sacramento, 214;parafarmaciaisola srls;37,0343734;15,2794176;1915560898
RG;RAGUSA;ACATE;97011;Via Carducci, 68;TIESSEPHARMA SRL;0;0;1477130882
CT;CATANIA;CATANIA;95127;Via VICENZA, 67;PARAFARMACIA 21 APRILE;37,5197925;15,0963258;5905880877
CT;CATANIA;CATANIA;95127;Via VICENZA, 67;PHARMA ZOO;37,5197925;15,0963258;5312720872
TP;TRAPANI;CASTELVETRANO;91022;Via XX SETTEMBRE ANGOLO VIA CARACCI, 1;SOPHYCHRI SRLS;41,9027835;12,4963655;2644860815
CL;CALTANISSETTA;CALTANISSETTA;93100;Viale Trieste, 131/I-131/L-131/M;Parafarmacia Sant'Andrea Sede di Caltanissetta;37,4945795;14,0533868;1786130854
ME;MESSINA;MESSINA;98141;Stradastatale 114 KM 5,400 PISTUNINA, S.N.;PARAFARMACIA FARMAOPEN;38,1432521;15,525604;3454570833
PA;PALERMO;CINISI;90045;Via NAZIONALE, 79;PARAFARMACIA FARMA BENESSERE DEL DOTT. SERGIO PARRINO;38,16402623;13,10511047;6598580824
CT;CATANIA;CALTAGIRONE;95041;Via a.manzoni, 63;covital s.r.l.s;37,222793;14,523348;5466440871
ME;MESSINA;CAPO D'ORLANDO;98071;Contrada San gregorio porto turistico;Parafarmacia della marina dott. domenica pizzino;38,1538665;14,7666039;2815510835
ME;MESSINA;GIARDINI-NAXOS;98035;Via Casarsa, 42/B;PARAFARMACIA FICHERA;37,8269069;15,2676652;3467680835
ME;MESSINA;GIARDINI-NAXOS;98035;Via Jannuzzo, 37/B;PARAFARMACIA FICHERA;37,8177577;15,2664303;3467680835
