Anno;Codice Regione;Codice Azienda;Codice struttura;Tipo assistenza erogata;Descrizione tipo assistenza erogata;Denominazione struttura;Partita IVA;Indirizzo;Codice Comune;CAP;E-mail;Sito web;Prefisso;Telefono;Prefisso fax;Numero fax;Tipo struttura;Tipo struttura di ricovero;Codice struttura di ricovero;Denominazione struttura di ricovero;Mesi di funzionamento;Tipo rapporto con il S.S.N.;Titolare della convenzione;Presenza Apparecchiature;Anno apertura;Mese apertura;Anno chiusura;Mese chiusura;Giorni settimanali di apertura;Ore settimanali di apertura;Data aggiornamento;
2018;190;201;411800;S01;ATTIVITA' CLINICA;AMBULATORIO DI CARDIOLOGIA DEL DOTT. ALFONSO SCIARRATTA S.A.S.;2738020847;VIA FIORENTINO N. 47;84027;92020;alfonsosciarratta@virgilio.it;;922;961153;922;961153;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1997;1;;;5;33;20180109;
2018;190;201;411900;S01;ATTIVITA' CLINICA;DR. SCICHILONE SANDRO;1670190840;VIA NINO BIXIO N. 56;84027;92020;scisandro@yahoo.it;;922;963631;922;963631;AMBULATORIO E LABORATORIO;;;;12;2;1;N;1997;1;;;4;16;20180109;
2018;190;201;412000;S01;ATTIVITA' CLINICA;DR. SFERRAZZA DOMENICO;666460845;VIA TANNORELLA N.6;84027;92020;sferdom@virgilio.it;;320;696290;;;AMBULATORIO E LABORATORIO;;;;12;2;1;N;1997;1;;;5;30;20180109;
2018;190;201;412100;S03;ATTIVITA' DI LABORATORIO;LAB. AN. CHIMICO CLINICHE 'CHECK UP' DI MARIA SORTINO & C S.N.C.;2216620845;CORSO ODIERNA N. 445;84027;92020;checkup.sortino@libero.it;;922;963725;922;963725;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1997;1;;;5;40;20180109;
2018;190;201;412200;S01;ATTIVITA' CLINICA;DIAGNOSTICA CARDIOVASCOLARE DOTT. BOSCHETTI & C. S.A.S.;2394470849;VIA DELLO SPORT N. 2/E;84028;92014;B.BOSCHETTI@ALICE.IT;;922;633007;922;33114;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1997;1;;;5;45;20180102;
2018;190;201;412300;S03;ATTIVITA' DI LABORATORIO;CENTRO MEDICO DIAGNOSTICO EMPEDOCLE S.R.L.;322900846;VIA XXIV MAGGIO N. 3;84028;92014;giuseppetagliari@alice.it;;922;637562;922;634557;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1997;1;;;5;29;20180102;
2018;190;201;412400;S01;ATTIVITA' CLINICA;STUDIO O.R.L. DI LOMBARDO GIUSEPPE & C. S.A.S.;2439470846;VIA GARIBALDI N. 207/211;84028;92014;giulombardo@alice.it;;922;635999;922;635999;AMBULATORIO E LABORATORIO;;;;12;2;2;N;1997;1;;;5;30;20180102;
2018;190;201;412500;S03;ATTIVITA' DI LABORATORIO;ANAL.CLINICHE DOTT. PAOLA MALATO S.R.L.;2450020843;SALITA CHIESA N. 20;84028;92014;analisimalato@virgilio.it;;922;637584;922;637584;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1997;1;;;5;22;20180102;
2018;190;201;412700;S01;ATTIVITA' CLINICA;STUDIO DENTISTICO DI ZICARI GIUSEPPE S.N.C.;2222350841;"VIA DELLO SPORT; N. 2/E";84028;92014;zicagv@libero.it;;922;632738;922;632738;AMBULATORIO E LABORATORIO;;;;12;2;2;N;1997;1;;;6;30;20180102;
2018;190;201;412800;S02;DIAGNOSTICA STRUMENTALE E PER IMMAGINI;STUDIO RADIOLOGICO BOSCO S.R.L.;2634800847;VIA FILIPPO VILLA N. 1;84029;92020;rxbosco@gmail.com;;922;948082;922;948082;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1997;1;;;5;32;20180118;
2018;190;201;412900;S03;ATTIVITA' DI LABORATORIO;LABORATORIO ANALISI CLINICHE D.SSA MARSALA ASSUNTA S.A.S.;2546000841;"VIA ANNARATONE; N. 4";84029;92020;assunta.marsala@live.it;;922;948081;922;942419;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1997;1;;;5;35;20180102;
2018;190;201;413000;S03;ATTIVITA' DI LABORATORIO;LAB.ANALISI DOTT.SSA PEDALINO VINCENZA & C. S.A.S.;2257860847;"VIA GIUSTI; N. 36";84029;92020;gaetano.geraci@tin.it;;922;942450;922;942450;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1997;1;;;5;30;20180118;
2018;190;201;413100;S01;ATTIVITA' CLINICA;STUDIO MEDICO CARDELLA DOMENICO & C. S.A.S.;2441100845;"VIA F/1 ;2";84030;92015;CARDELLA.DOMENICO@VIRGILIO.IT;;922;471252;922;473231;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1997;1;;;6;36;20180102;
2018;190;201;413200;S03;ATTIVITA' DI LABORATORIO;LABORATORIO ANALISI SALUS S.R.L.;324170844;VIA MAGGIORE CRAPANZANO N. 26;84030;92015;laboratoriosalus@gmail.com;;922;39409;;;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1997;1;;;5;30;20180102;
2018;190;201;413300;S01;ATTIVITA' CLINICA;CENTRO VOJTA S.R.L.;1686330844;C/DA BUAGIMI S.S.118;84030;92015;CENTROVOJTASRL@ALICE.IT;;922;471880;922;471880;AMBULATORIO E LABORATORIO;;;;12;2;2;N;1997;1;;;6;40;20180102;
2018;190;201;413400;S01;ATTIVITA' CLINICA;STUDIO ODONTOSTOMATOLOGICO S.A.S. DEL DOTT. SALVATORE IMBORDINO & C.;2607260847;PIAZZETTA CESARE SESSA N. 4;84030;92015;salvatoreimbordino@virgilio.it;;922;39977;922;39977;AMBULATORIO E LABORATORIO;;;;12;2;2;N;1997;1;;;5;31;20180102;
2018;190;201;413500;S03;ATTIVITA' DI LABORATORIO;LABORATORIO ANALISI CLINICHE E BIOLOGICHE DOTT.SSE RANDISI FILOMENA E CACIOPPO MARIA S.R.L.;2156880847;VIA PORTA AGRIGENTO N. 129;84030;92015;maria.gacioppo@libero.it;;922;472383;922;472383;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1997;1;;;5;20;20180102;
2018;190;201;413600;S01;ATTIVITA' CLINICA;AMBULATORIO ODONTOIATRICO VECCHIO ANTONIO ORALSAN S.A.S.;2601940840;VIA ROMA N. 89;84030;92015;drvecchio@tekadental.it;;922;471493;922;471493;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1997;1;;;5;40;20180102;
2018;190;201;413700;S03;ATTIVITA' DI LABORATORIO;CENTRO ANALISI CLINICHE GUCCIONE S.R.L.;2468590845;VIA FRANCIA N. 4;84011;92024;GUCCIONELAB@LIBERO.IT;;922;854931;922;854931;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1977;1;;;5;40;20180102;
2018;190;201;413800;S01;ATTIVITA' CLINICA;AMBULATORIO DERMATOLOGIA DR. LENTINI ANGELO;1370050849;"CORSO G. GARIBALDI; N. 237";84031;92029;a.lentini1@virgilio.it;;922;876213;;;AMBULATORIO E LABORATORIO;;;;12;2;1;N;1997;1;;;5;10;20180118;
2018;190;201;413900;S03;ATTIVITA' DI LABORATORIO;POLIMEDICA S.R.L.;2277690844;"VIA LINCOLN; N. 74";84031;92029;polimedica@teletu.it;;922;880989;922;880989;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1997;1;;;5;38;20180102;
2018;190;201;414000;S03;ATTIVITA' DI LABORATORIO;LAB.AN.CLIN.NOTO SANTA & C. S.N.C.;587250846;"VIA MATTEOTTI ; N. 16";84031;92029;pompeociotta@alice.it;;922;857711;922;857711;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1997;1;;;5;40;20180118;
2018;190;201;414100;S03;ATTIVITA' DI LABORATORIO;LAB.ANAL.CLINICHE DOTT. MARIO VELLA S.A.S.;2208520847;"CORSO GARIBALDI; 234";84031;92029;vellama@tin.it;;922;876642;922;876642;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1997;1;;;5;30;20180118;
2018;190;201;414300;S01;ATTIVITA' CLINICA;DENTAL CENTER S.A.S. DI CELAURO LORENZO;2393680844;VIA ARNO N. 6;84032;92010;lorenzocelauro@libero.it;;922;1802605;922;1802605;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1997;1;;;5;25;20180102;
2018;190;201;414400;S03;ATTIVITA' DI LABORATORIO;LABORATORIO ANALISI CLINICHE SAIEVA DELLA DOTT. SSA IMPIDUGLIA VALENTINA S.A.S.;2262620848;VIA AUTONOMIA SICILIANA;84032;92010;savanna.1975@libero.it;;922;814290;922;814290;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1997;1;;;5;26;20180102;
2018;190;201;414500;S03;ATTIVITA' DI LABORATORIO;LAB. ANAL. CLINICHE BIOL. DEL DOTT. SEBASTIANO ARMENIO S.N.C.;2098690841;"CORSO UMBERTO; N. 82";84033;92016;LABANALISIARMENIO@LIBERO.IT;;925;62966;925;62966;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1997;1;;;5;40;20180102;
2018;190;201;414600;S01;ATTIVITA' CLINICA;STUDIO DENTISTICO DR. EMANUELE DALLI CARDILLO & C. S.A.S.;2282390844;"VIA CHIARENZA; N. 20";84033;92016;E.DALLICARDILLO@PEC.IT;;925;62853;925;62853;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1997;1;;;5;40;20180102;
2018;190;201;415000;S02;DIAGNOSTICA STRUMENTALE E PER IMMAGINI;S.A.R. STUDIO ASSOCIATO RADIOLOGICO D.RI SAMARITANO DE FILIPPI;683270847;"VIA GUASTELLA ; 11";84033;92016;S.A.R.SAMARITANODEFILIPPI@GMAIL.COM;;925;61658;;;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1997;1;;;5;30;20180102;
2018;190;201;415200;S01;ATTIVITA' CLINICA;DOTT. TAMBURELLO CALOGERO;1443590847;"VIA GARIBALDI; N; 2/F";84033;92016;calogerotamburello@virgilio.it;;925;546005;925;546005;AMBULATORIO E LABORATORIO;;;;12;2;1;N;1997;1;;;5;32;20180102;
2018;190;201;415300;S03;ATTIVITA' DI LABORATORIO;CENTRO BIOS S.R.L.;2091300844;VIA GARIBALDI N. 2/I;84033;92016;centrobiossrl@tiscali.it;;925;62897;925;62897;AMBULATORIO E LABORATORIO;;;;12;2;2;S;2012;5;;;5;35;20180102;
2018;190;201;415500;S03;ATTIVITA' DI LABORATORIO;LABORATORIO DI ANALISI SUTERA & SCIAME' S.R.L.;2399140843;"VIA S. ANTONINO; N. 1";84034;92017;laboratorio.ss@alice.it;;925;942270;925;942270;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1997;1;2018;5;5;30;20190118;
2018;190;201;415600;S03;ATTIVITA' DI LABORATORIO;LAB. ANALISI CL. MESSINA DI SCIME' ALDA S.A.S;578990848;"VIA G. MATTEOTTI; 19";84035;92020;LABANALISICLINICHE@ALICE.IT;;922;910995;922;910995;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1997;1;;;5;25;20180102;
2018;190;201;415800;S01;ATTIVITA' CLINICA;RUNFOLA ANGELO;1779390846;VIA DEI GERANI .4;84036;92020;angelorunfola51@libero.it;;922;900507;;;AMBULATORIO E LABORATORIO;;;;12;2;1;S;1997;1;;;3;12;20180116;
2018;190;201;415900;S03;ATTIVITA' DI LABORATORIO;LABORATORIO ANALISI CLINICHE E BIOLOGICHE S.R.L.;2156870848;CORSO UMBERTO I N. 454/456;84037;92020;studiolalfo@libero.it;;922;470147;922;470147;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1997;1;;;5;20;20180102;
2018;190;201;416000;S03;ATTIVITA' DI LABORATORIO;ANALITIKON S.N.C.;580960847;VIA MANTEGNA N. 41;84038;92018;analitikon81@gmail.com;;925;31247;925;31247;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1997;1;;;5;40;20180102;
2018;190;201;416100;S03;ATTIVITA' DI LABORATORIO;ANALISI CLINICHE DI MARIA S.N.C. DI GIULIA SCAGLIONE & C.;613090844;VIA COLLEGIO N. 87;84014;92011;giulia.scaglione@biologo.onb.it;;922;849566;922;849566;AMBULATORIO E LABORATORIO;;;;12;2;2;S;2012;5;;;4;20;20180102;
2018;190;201;416300;S03;ATTIVITA' DI LABORATORIO;CENTRO ANALISI DR PIAZZA - CIACCIO & C S.N.C.;313180846;PIAZZA DON LUIGI STURZO N. 6;84041;92019;piazza.ciaccio@libero.it;;925;25274;925;25274;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1997;1;;;5;40;20180102;
2018;190;201;416400;S02;DIAGNOSTICA STRUMENTALE E PER IMMAGINI;CENTRO MEDICINA E RADIOLOGIA S.R.L.;605180843;VIA OVIDIO N. 14;84041;92019;PALAZZOTTOMARCELLO@LIBERO.IT;;925;21427;925;21427;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1997;1;;;5;40;20180102;
2018;190;201;416600;S03;ATTIVITA' DI LABORATORIO;CENTRO POLIDIAGNOSTICO SACCENSE S.R.L.;609670849;"VIA G.LICATA; N. 268";84041;92019;CENTROPOLISCIACCA@TISCALI.IT;;925;27533;925;27533;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1997;1;;;5;29;20180102;
2018;190;201;416700;S01;ATTIVITA' CLINICA;CENTRO RADIOLOGIA DIAGNOSTICA DI TAGLIAVIA DR. FRANCESCO & C. S.R.L.;279120844;VIA VERONA N. 7;84041;92019;centro.radiologiasrl@gmail.com;;925;24644;925;86274;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1997;1;;;6;40;20180102;
2018;190;201;416700;S02;DIAGNOSTICA STRUMENTALE E PER IMMAGINI;CENTRO RADIOLOGIA DIAGNOSTICA DI TAGLIAVIA DR. FRANCESCO & C. S.R.L.;279120844;VIA VERONA N. 7;84041;92019;centro.radiologiasrl@gmail.com;;925;24644;925;86274;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1997;1;;;6;40;20180102;
2018;190;201;416800;S01;ATTIVITA' CLINICA;DIAVERUM ITALIA S.R.L.;2243300361;VIA EINAUDI ANGOLO VIA SEGNI SNC;84041;92019;diaverum@pec.it;WWW.DIAVERUM.COM;925;26422;925;26422;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;2;2;S;1997;1;;;6;54;20180102;
2018;190;201;416900;S01;ATTIVITA' CLINICA;CENTRO DI ODONTOIATRIA E PROTESI DENTARIE DEL DOTT. GIUSEPPE DI MARIA S.A.S.;2632500845;VIA DELLE GARNETTE N. 12;84041;92019;dott.giuseppedimaria@virgilio.it;;925;28194;925;28194;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1997;1;;;4;30;20180102;
2018;190;201;417000;S01;ATTIVITA' CLINICA;CENTRO DI ORTOPEDIA E FISIOTERAPIA DEL DR. PROF. MANGIARACINA AGOSTINO S.R.L.;2208700845;VIA MADONNA DELLA ROCCA N. 18/20;84041;92019;mangiaracinaagostino@gmail.com;;925;26477;925;26477;AMBULATORIO E LABORATORIO;;;;12;2;2;N;1997;1;;;5;20;20180102;
2018;190;201;417100;S01;ATTIVITA' CLINICA;STUDIO DENTISTICO DEL DOTT. FERRARA ANTONINO S.A.S.;2508300841;PIAZZA CARMINE N. 9;84041;92019;studiodentisticoferrara@gmail.com;;925;21249;925;21249;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1997;1;;;5;30;20180102;
2018;190;201;417400;S03;ATTIVITA' DI LABORATORIO;DI NATALE GAETANO;597690841;VIA PIETRO GERARDI N. 116;84041;92019;tanodinatale@alice.it;;925;26072;925;26072;AMBULATORIO E LABORATORIO;;;;12;2;4;S;1997;1;;;5;40;20180102;
2018;190;201;417500;S01;ATTIVITA' CLINICA;PEGASO -CENTRO DI FISIOT. ED ORTOPEDIA BASILE DI BASILE GASPARE & C. S.A.S.;2310260845;VIA FRATELLI BELLANCA N. 15;84041;92019;gasparebasile@alice.it;;925;21407;925;21407;AMBULATORIO E LABORATORIO;;;;12;2;2;N;1997;1;;;5;40;20180102;
2018;190;201;417700;S03;ATTIVITA' DI LABORATORIO;LAB. AN. CATANIA IGNAZIO & C. S.N.C.;2297540847;CORSO TOMMASO FAZELLO N. 45;84041;92019;info@idrolabor.it;;925;25336;925;25336;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1997;1;;;5;35;20180102;
2018;190;201;417900;S03;ATTIVITA' DI LABORATORIO;CENTRO ANALISI BIOSALUS S.N.C. DI BOLLARA GIUSEPPINA E COGNATA CATERINA;2144580848;VIA CAPPUCCINI N.145;84041;92019;lab.silo@libero.it;;925;26770;925;26770;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1997;1;;;5;30;20180102;
2018;190;201;418000;S03;ATTIVITA' DI LABORATORIO;LABORATORIO ANALISI CLINICHE D.SSA NUZZO ANNA MARIA & C. S.N.C.;2102260847;VIA LANZA N. 31;84041;92019;LABORATORIONUZZO@GMAIL.COM;;925;84864;925;84864;AMBULATORIO E LABORATORIO;;;;12;2;2;S;2011;4;;;5;28;20180102;
2018;190;201;418200;S01;ATTIVITA' CLINICA;CENTRO DI EDUCAZIONE PSICOMOTORIA S.R.L.;2110730849;VIA MODIGLIANI N. 45;84041;92019;CEPSCIACCA@PEC.IT;;925;24383;925;24383;AMBULATORIO E LABORATORIO;;;;12;2;2;N;1997;1;;;5;40;20180102;
2018;190;201;418300;S02;DIAGNOSTICA STRUMENTALE E PER IMMAGINI;S.A.R. STUDIO ASSOCIATO RADIOLOGICO DOTT. SAMARITANO DE FILIPPI;683270847;VIA RAVASIO N. 18;84041;92019;samaritanodefilippi@pec.it;;925;25305;925;25305;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1997;1;;;5;30;20180102;
2018;190;201;418400;S01;ATTIVITA' CLINICA;SAMPERISI GIUSEPPA;682600846;VIA MAZZINI N. 16/A;84042;92010;samperisi.giuseppa@libero.it;;922;817538;922;815609;AMBULATORIO E LABORATORIO;;;;12;2;1;N;1997;1;;;5;35;20180102;
2018;190;201;418500;S03;ATTIVITA' DI LABORATORIO;LABORATORIO ANALISI CLINICHE STALTERI ANTONELLA & C S.N.C.;2085420848;VIA G. SIRACUSA N. 22;84042;92010;antonellastalteri@alice.it;;922;815122;922;815122;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1997;1;;;5;33;20180102;
2018;190;201;418600;S02;DIAGNOSTICA STRUMENTALE E PER IMMAGINI;DR.RENDA -RISONANZA MAGNETICA - RADIOLOGIA MEDICA - S.R.L.;2136020845;VIA IMERA N. 149;84001;92100;STUDIORENDASRL@GMAIL.COM;;922;23601;922;503112;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1997;1;;;5;60;20180102;
2018;190;201;418800;S01;ATTIVITA' CLINICA;CENTRO POLIDIAGNOSTICO S.R.L.;1702450840;"VIA CALABRIA; N. 23";84011;92024;cenpolis@libero.it;;922;831450;922;730536;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1997;1;;;5;40;20180102;
2018;190;201;418800;S02;DIAGNOSTICA STRUMENTALE E PER IMMAGINI;CENTRO POLIDIAGNOSTICO S.R.L.;1702450840;"VIA CALABRIA; N. 23";84011;92024;cenpolis@libero.it;;922;831450;922;730536;AMBULATORIO E LABORATORIO;;;;12;2;2;S;1997;1;;;5;40;20180102;
2018;190;201;418900;S01;ATTIVITA' CLINICA;CENTRO FISIOMON S.A.S.;2124730843;VIA COMANDANTE POWER N. 2;84025;92010;centrofisiomon@tiscali.it;;925;39160;925;39160;AMBULATORIO E LABORATORIO;;;;12;2;2;N;2003;1;;;5;30;20180102;
2018;190;201;419000;S01;ATTIVITA' CLINICA;ERSEMA S.R.L.;2660120847;VIA VETRAI N. 7 - 9;84033;92016;ersema.leone@libero.it;;925;440750;925;440750;AMBULATORIO E LABORATORIO;;;;12;2;2;N;2003;1;;;5;20;20180102;
2018;190;201;419100;S01;ATTIVITA' CLINICA;LUX S.R.L. - UNIPERSONALE;6053850829;VIA ANTONIO GRAMSCI N. 18/A;84034;92017;luxsrlsambuca@gmail.com;;925;943115;925;943115;AMBULATORIO E LABORATORIO;;;;12;2;2;N;2003;1;;;5;40;20180102;
2018;190;201;419200;S01;ATTIVITA' CLINICA;BIOS MEDIC S.R.L.;6121920828;VIA NUOVO CENTRO URBANO COMPARTO 56 LOTTO 10 - 11;84038;92018;BIOSMEDIC@GMAIL.COM;WWW.DIALISIBIOSMEDIC.IT;925;33447;925;33447;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;2;2;S;2003;1;;;6;36;20180102;
2018;190;201;419300;S01;ATTIVITA' CLINICA;MEDICINA FISICA E RIABILITATIVA LEONE S.R.L.;2635730845;COMPARTO 206 LOTTI 6 - 7;84038;92018;MEDICINAFISICASRL@TISCALI.IT;;925;32297;;;AMBULATORIO E LABORATORIO;;;;12;2;2;N;2003;1;;;5;20;20180102;
2018;190;201;419500;S01;ATTIVITA' CLINICA;CACIOPPO DOTT. SERGIO & C. S.A.S.;2431740840;PIAZZA VITTORIO EMANUELE N. 11;84023;92013;ST.CACIOPPO@ALICE.IT;;925;71155;925;71155;AMBULATORIO E LABORATORIO;;;;12;2;2;S;2003;1;;;5;20;20180102;
2018;190;201;419600;S01;ATTIVITA' CLINICA;CENTRO MEDICO DENTISTICO DI FALZONE SALVATORE & C. S.A.S.;2281010849;VIA CANNAROZZO N. 10;84021;92027;falzonetoto@libero.it;;922;773041;922;773041;AMBULATORIO E LABORATORIO;;;;12;2;2;N;2004;5;;;3;20;20180102;
2018;190;201;419700;S02;DIAGNOSTICA STRUMENTALE E PER IMMAGINI;CENTRO POLIDIAGNOSTICO NUCERA S.R.L;1936650843;VIA PIRANDELLO N. 24;84027;92020;nucera.cg@gmail.com;;922;963232;922;963232;AMBULATORIO E LABORATORIO;;;;12;2;2;S;2004;5;;;5;30;20180109;
2018;190;201;419900;S01;ATTIVITA' CLINICA;CENTRO DIALISI S.GIOVANNI S.R.L.;3036430878;VIA GELA N. 219;84021;92027;centrodialisi1@tiscali.it;;922;802165;922;805608;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;2;2;S;2003;1;;;6;72;20180102;
2018;190;201;420100;S01;ATTIVITA' CLINICA;RIZZUTO GIUSEPPA;1440180840;VIA J. PALACH N. 31/A;84012;92025;pina.rizzuto@alice.it;;328;7306146;;;AMBULATORIO E LABORATORIO;;;;12;2;1;N;2004;5;;;4;12;20180102;
2018;190;201;420200;S01;ATTIVITA' CLINICA;FISIOTER S.R.L;4666070828;VIA ENNA N. 46;84036;92020;FISIOTER.FKT@GMAIL.COM;;922;902926;922;902926;AMBULATORIO E LABORATORIO;;;;12;2;2;S;2003;1;;;5;35;20180116;
2018;190;201;420400;S02;DIAGNOSTICA STRUMENTALE E PER IMMAGINI;CENTRO DI RADIOLOGIA MEDICA S.R.L.;2385520842;VIA M. AMARI N. 2 H;84036;92020;v.piazza@cdrm.it;info@cdrm.it;922;904588;922;904588;AMBULATORIO E LABORATORIO;;;;12;2;2;S;2003;1;;;6;40;20180102;
2018;190;201;420500;S01;ATTIVITA' CLINICA;POLO FISIOKINESITERAPICO 'ALU'' S.R.L.;2240070843;VIA BARONE LOMBARDO N. 64/66;84011;92024;POLOFKT@LIBERO.IT;;922;831180;922;831180;AMBULATORIO E LABORATORIO;;;;12;2;2;N;2003;1;;;5;37;20180102;
2018;190;201;420600;S01;ATTIVITA' CLINICA;CENTRO MEDICO DI FISIOTERAPIA E RIABILITAZIONE ' SAN CALOGERO ' DI LISINICCHIA VINCENZA;2811930847;VIA VITTIME DEL TERRORISMO N. 1/B;84026;92028;fktsancalogero@virgilio.it;;922;953413;922;821277;AMBULATORIO E LABORATORIO;;;;12;2;4;N;2003;1;;;5;40;20180102;
2018;190;201;420700;S01;ATTIVITA' CLINICA;CENTRO BIOTERAPICO S.R.L.;2216150843;"VIA MARTIRI XVI MARZO; 1";84031;92029;cenbio@libero.it;WWW.CENTROBIOTERAPICO.IT;922;874350;922;1836536;AMBULATORIO E LABORATORIO;;;;12;2;2;N;2003;1;;;5;40;20180102;
2018;190;201;420800;S01;ATTIVITA' CLINICA;POLITERAPY S.R.L.;2811360847;C/DA PADRETERNO SNC;84029;92020;POLITERAPYSANTALUCIA@LIBERO.IT;;922;949016;922;949149;AMBULATORIO E LABORATORIO;;;;12;2;2;N;2003;1;;;5;40;20180102;
2018;190;201;420900;S01;ATTIVITA' CLINICA;CENTRO DENTISTICO DI ZARBO BALDASSARE E C. S.A.S.;2220060848;VIA BARONE BARTOLOMEO RIOLO N. 20;84026;92028;GABRIELEZARBO@ALICE.IT;;922;956444;922;956444;AMBULATORIO E LABORATORIO;;;;12;2;2;N;2004;5;;;5;20;20180102;
2018;190;201;421100;S01;ATTIVITA' CLINICA;AMBULATORIO ODONTOIATRICO DR. TAIBI CALOGERO & C. S.A.S.;2400350845;"VIA GARIBALDI; 68";84029;92020;dott.ctaibi@libero.it;;922;948931;922;948931;AMBULATORIO E LABORATORIO;;;;12;2;2;S;2003;1;;;3;18;20180102;
2018;190;201;421200;S01;ATTIVITA' CLINICA;AMBULATORIO ODONTOIATRICO DOTT.SSA DI VITA EMANUELA S.A.S.;2515370845;"VIA GARIBALDI; N. 21";84029;92020;ambulatoriodivitasas@pec.it;;922;942747;922;942747;AMBULATORIO E LABORATORIO;;;;12;2;2;S;2003;1;;;5;18;20180102;
2018;190;201;421300;S01;ATTIVITA' CLINICA;DOTT. AGNELLO ANTONIO S.A.S.;2449650841;"VICOLO VERDI; N. 10";84018;92020;antonioagnello177@hotmail.com;;922;944794;922;944794;AMBULATORIO E LABORATORIO;;;;12;2;2;N;2003;1;;;5;26;20180102;
2018;190;201;421400;S01;ATTIVITA' CLINICA;AMBULATORIO ODONTOIATRICO NOBILE DI NOBILE NOEMI & C. S.N.C.;2401340845;VIA BARONE LA LOMIA N. 35;84010;92023;rocconobile 57@libero.it;;320;878498;;;AMBULATORIO E LABORATORIO;;;;12;2;2;S;2003;1;;;4;21;20180118;
2018;190;201;421500;S01;ATTIVITA' CLINICA;STUDIO DENTISTICO D.SSA CIRAOLO CALOGERA & C. S.A.S.;2460280841;"VIALE DELLA VITTORIA; 157";84018;92020;studiodentisticociraolo4@gmail.com;;922;945625;922;945625;AMBULATORIO E LABORATORIO;;;;12;2;2;S;2003;1;;;3;15;20180102;
2018;190;201;421600;S01;ATTIVITA' CLINICA;AMBULATORIO MEDICO ODONTOIATRICO DR. LUIGI BURRUANO;351610845;"VIALE HAMILTON; N. 23";84029;92020;kocalos@libero.it;;922;941764;922;941764;AMBULATORIO E LABORATORIO;;;;12;2;1;S;2003;1;;;4;32;20180102;
2018;190;201;421700;S01;ATTIVITA' CLINICA;AMBULATORIO ODONTOIATRICO DEL DR.CASTRONOVO ROSARIO & C. S.A.S.;2458370844;"VIA EDISON; N. 2";84010;92023;ROSARIOCASTRONOVO@LIVE.IT;;922;870214;922;870214;AMBULATORIO E LABORATORIO;;;;12;2;2;N;2003;1;;;6;24;20180102;
2018;190;201;421800;S01;ATTIVITA' CLINICA;DOTT. ANTONIO SCIUME' & C. S.A.S.;2428800847;"CORSO GARIBALDI; N. 46";84018;92020;antoniosciume67@gmail.com;;922;944740;;;AMBULATORIO E LABORATORIO;;;;12;2;2;N;2003;1;;;3;18;20180102;
2018;190;201;421900;S01;ATTIVITA' CLINICA;STUDIO MEDICO DI NEFROLOGIA E DIALISI S.R.L.;2245440843;C/DA GIARRA;84011;92024;DIALISICANICATTI@PEC.IT;;922;859170;922;859170;ALTRO TIPO DI STRUTTURA TERRITORIALE;;;;12;2;2;S;2003;1;;;6;48;20180102;
2018;190;201;422000;S01;ATTIVITA' CLINICA;FISIOTERAPIA S.R.L.;2619220847;VIA F. INGRAO N. 47;84018;92020;fisioterapia.srl@libero.it;;922;946131;922;946131;AMBULATORIO E LABORATORIO;;;;12;2;2;N;2003;1;;;5;40;20180102;
